,count,SubhaloMass,SubhaloFlag,SubhaloLen,SubhaloSFR,SubhaloVel,SubhaloVelDisp,SubhaloHalfmassRad,SubhaloMassInHalfRad,SubhaloVmax,SubhaloStellarPhotometrics,SubhaloBHMass,SubhaloMassGas,SubhaloMassDM,None,SubhaloMassTracers,SubhaloMassStellar,SubhaloMassBH,SubhaloMassInHalfRadGas,SubhaloMassInHalfRadDM,SubhaloMassInHalfRadNone,SubhaloMassInHalfRadTracers,SubhaloMassInHalfRadStellar,SubhaloMassInHalfRadBH,SubhalosSFR,SubhaloGasFraction
436991,4371211,1110886383056.6406,True,355365,1.8643132,[185.66621   32.311962  98.24108 ],106.215195,85.18571,15001574754.714966,189.21732,"[-20.593472 -20.534039 -21.036453 -23.587109 -20.847897 -21.26738
 -21.50706  -21.695967]",62548210.844397545,140023584365.84473,952608108520.5078,0.0,0.0,18192123174.66736,62548210.844397545,444237701.59482956,5399533510.20813,0.0,0.0,9095255136.489868,0.006254821,0.10247914588747445,0.048842797142936906
437121,4371211,1867580566406.25,True,482795,0.0,[  98.19937    81.401566 -167.40028 ],120.48918,102.092285,62665724754.333496,231.38138,"[-19.918095 -20.350048 -21.220459 -24.157244 -20.808218 -21.559975
 -21.915045 -22.171825]",139498049.39329624,57205038070.67871,1759671630859.375,0.0,0.0,50564537048.33984,139498049.39329624,54233721.45742178,37190046310.424805,0.0,0.0,25281946659.088135,0.013949805,0.0,0.0021451560747568587
437239,4371211,1633312835693.3594,True,497994,2.4896734,[271.82617 189.06085 109.58052],131.2086,71.04875,67198824882.507324,234.91803,"[-21.085756 -21.178804 -21.8215   -24.532476 -21.544682 -22.09842
 -22.386768 -22.6049  ]",144539102.91194916,129439287185.66895,1446336822509.7656,0.0,0.0,57392129898.07129,144539102.91194916,107457051.05364323,38251750469.20776,0.0,0.0,28695075511.932373,0.01445391,0.043380048457951396,0.003744790670056226
437314,4371211,1702470245361.3281,True,472094,3.0214014,[ -90.808586  -25.330719 -121.175125],124.92496,95.391396,57266097068.78662,229.31084,"[-21.115284 -21.138548 -21.742958 -24.392748 -21.48985  -22.007685
 -22.280758 -22.486883]",125767840.07251263,98873367309.57031,1559767456054.6875,0.0,0.0,43703508377.075195,125905359.16388035,859149843.454361,34429609775.54321,0.0,0.0,21851432323.45581,0.012590536,0.06913406995305113,0.03931778158689078
437408,4371211,1451844177246.0938,True,449525,0.0024365303,[36.069878   2.7244174 67.51824  ],126.356766,84.80116,32185494899.749756,261.7483,"[-20.043777 -20.435392 -21.241318 -24.161736 -20.869047 -21.559107
 -21.886911 -22.132942]",133934179.32093143,135223989486.69434,1278460922241.211,0.0,0.0,38025333881.378174,133934179.32093143,10724442.545324564,13028649091.720581,0.0,0.0,19012185335.1593,0.013393418,6.407650011072807e-05,0.0005640825794755858
437507,4371211,1990015869140.625,True,501067,0.010164938,[-100.65629   -48.820236 -147.30792 ],122.11982,105.0731,42700858116.1499,221.22363,"[-19.97858  -20.349802 -21.183794 -24.04253  -20.793024 -21.513128
 -21.854225 -22.092916]",181047860.53299904,62281465530.39551,1884861907958.9844,0.0,0.0,42691478729.24805,181047860.53299904,5893712.514080107,21168396472.93091,0.0,0.0,21345517635.34546,0.018104786,0.00023810226861046936,0.0002761100768210404
437645,4371211,1052550964355.4688,True,283647,0.051607408,[-208.09702   182.51355    43.879517],111.91108,72.15892,23565716743.46924,235.0072,"[-19.242245 -19.699562 -20.588982 -23.634455 -20.163553 -20.938007
 -21.31168  -21.584644]",121598690.74821472,44864120483.39844,976491470336.9141,0.0,0.0,31073734760.284424,121598690.74821472,713011.6136977449,7907181978.225708,0.0,0.0,15536223649.978638,0.012159869,0.001660804793102943,4.589349572724034e-05
437749,4371211,2120477905273.4375,True,521029,0.0,[-178.37863   -31.201832 -238.72253 ],142.81032,86.888016,36294445991.51611,284.49042,"[-19.52899  -20.007391 -20.911816 -23.948359 -20.477505 -21.265188
 -21.641516 -21.914827]",192942451.68566704,42963175773.620605,2028546142578.125,0.0,0.0,48775763511.657715,192942451.68566704,4978738.143108785,11709101200.10376,0.0,0.0,24387423992.156982,0.019294245,0.0,0.00020415186715538107
437822,4371211,1697227630615.2344,True,496186,4.424673,[  56.422546 -143.44823  -150.20197 ],123.02964,87.702866,65557341575.62256,227.1097,"[-21.75651  -21.737627 -22.272066 -24.79485  -22.064621 -22.510027
 -22.74725  -22.928564]",116236843.1687355,115538158416.74805,1527441101074.2188,0.0,0.0,54131951332.092285,116456821.56085968,1099574863.910675,37275993824.00513,0.0,0.0,27065317630.767822,0.011645682,0.08173865843667003,0.0406267119755018
437945,4371211,1957104949951.1719,True,498721,0.0,[326.2259  269.7966  -93.54468],136.29605,80.770424,45048875808.71582,265.80685,"[-19.673424 -20.139238 -21.036001 -24.03625  -20.606838 -21.386456
 -21.758478 -22.026249]",273727197.2000599,48148436546.32568,1855533447265.625,0.0,0.0,53149347305.29785,273727197.2000599,10442718.6306566,18190562725.06714,0.0,0.0,26574144363.40332,0.02737272,0.0,0.0003929653759628787
438038,4371211,2003017578125.0,True,496540,0.0,[134.35184 -95.82966  20.05385],124.3123,99.338066,51869778633.117676,231.41797,"[-19.621414 -20.056337 -20.934818 -23.87939  -20.517149 -21.278809
 -21.641445 -21.89916 ]",241172444.075346,52074804306.03027,1906935272216.7969,0.0,0.0,43766379356.38428,241172444.075346,12757143.704220653,29732823371.887207,0.0,0.0,21883022785.186768,0.024117244,0.0,0.0005829699045442809
438167,4371211,1706537475585.9375,True,479295,1.26989,[-15.755147 157.37172   63.491524],125.325836,85.03031,68324151039.123535,222.38785,"[-20.78648  -21.002218 -21.702648 -24.43766  -21.392414 -21.993101
 -22.291761 -22.511856]",150901051.2381792,96573343276.97754,1559474182128.9062,0.0,0.0,50338978767.39502,150901051.2381792,100983818.99297237,42903037071.22803,0.0,0.0,25169231891.63208,0.015090105,0.025226772212049258,0.004012193118477568
438368,4371211,1987472229003.9062,True,537053,0.084264934,[ 306.61414 -354.3717  -240.62064],138.27658,77.89652,98403825759.8877,270.0124,"[-20.340168 -20.765873 -21.646292 -24.62534  -21.22722  -21.990307
 -22.35288  -22.618694]",194001067.42978096,43173885345.458984,1862697448730.4688,0.0,0.0,81406784057.61719,194001067.42978096,88825691.49136543,57418074607.84912,0.0,0.0,40702924728.393555,0.019400107,0.0010351094818254664,0.0021822926014307365
438453,4371211,862015991210.9375,True,250281,0.0143609205,[-278.0713       7.6742244  196.89381  ],99.16341,75.48023,18871575593.948364,208.7907,"[-19.452866 -19.775162 -20.55316  -23.39743  -20.19671  -20.86497
 -21.187017 -21.42416 ]",109605155.88521957,68645768165.58838,772927017211.9141,0.0,0.0,20333538055.41992,109605155.88521957,21189285.907894373,8574540019.035339,0.0,0.0,10166240930.557251,0.010960516,0.0007062676690571993,0.0020842793371347837
438568,4371211,1844052124023.4375,True,453264,0.0,[159.2004  194.17119  66.66117],138.97708,90.121,39482145309.44824,241.41313,"[-19.597427 -20.036446 -20.915771 -23.869291 -20.497704 -21.259365
 -21.621494 -21.880507]",171624347.5675583,42088952064.51416,1760950622558.5938,0.0,0.0,40840888023.376465,171624347.5675583,7094371.248967946,18883199691.77246,0.0,0.0,20420227050.78125,0.017162435,0.0,0.00034741882307799926
438669,4371211,1529748840332.0312,True,450600,0.6862429,[154.39713   28.492544 -85.787895],116.34448,88.662224,31316573619.84253,206.54253,"[-20.231297 -20.468946 -21.206005 -23.958761 -20.873384 -21.506842
 -21.813957 -22.035408]",106791220.60537338,133452472686.76758,1362770385742.1875,0.0,0.0,33419106006.622314,106791220.60537338,51089152.693748474,14449313879.013062,0.0,0.0,16709380149.841309,0.010679122,0.020534447519363824,0.003057513338951336
438890,4371211,2216370544433.5938,True,520228,0.0,[ 371.12994    11.716904 -217.04187 ],132.01006,98.05795,24130890369.415283,236.73209,"[-19.092577 -19.506603 -20.377256 -23.315044 -19.962933 -20.721277
 -21.084948 -21.340178]",214101504.53448296,54387798309.32617,2132785339355.4688,0.0,0.0,28983247280.12085,214162208.1398964,1719405.6999869645,9423905014.99176,0.0,0.0,14491103887.557983,0.02141622,0.0,0.00011865249972179419
438996,4371211,1454071655273.4375,True,443623,3.8951778,[ -86.63833 -413.8706   150.23091],114.75102,86.16131,41128983497.61963,230.53374,"[-21.278015 -21.229614 -21.764214 -24.353416 -21.554514 -22.00698
 -22.257809 -22.453579]",176298059.52310562,130034446716.3086,1281732025146.4844,0.0,0.0,42129015922.54639,176298059.52310562,9483742.760494351,19879181385.040283,0.0,0.0,21064021587.371826,0.017629806,0.09245831538879888,0.00045023419298905327
439201,4371211,1868665466308.5938,True,512431,0.0,[ 354.31924 -248.74272  321.4772 ],126.45028,86.00327,74909424781.79932,257.6761,"[-20.129105 -20.560509 -21.433979 -24.37878  -21.019547 -21.775566
 -22.134342 -22.391354]",258074346.9297886,75635428428.6499,1728871917724.6094,0.0,0.0,63899731636.04736,258254539.2215252,51248758.0999732,42650246620.17822,0.0,0.0,31949675083.1604,0.025825454,0.0,0.0016040462998944455
439283,4371211,1549427337646.4844,True,441829,0.23262164,[ 277.38052  -350.59598   -62.068024],119.63285,87.8534,35889821052.55127,242.8362,"[-20.177181 -20.493877 -21.30795  -24.19453  -20.928625 -21.631413
 -21.9654   -22.208239]",191107504.06980515,101662082672.11914,1406806030273.4375,0.0,0.0,40768094062.805176,191107504.06980515,1115028.4262839705,15313845872.879028,0.0,0.0,20383751392.364502,0.01911075,0.005705972901470451,5.470182621544561e-05
439392,4371211,1616590881347.6562,True,498121,2.6743906,[-78.490486 -34.18364  -57.216278],120.51176,81.398,46281890869.140625,247.70863,"[-21.213968 -21.3344   -22.00377  -24.73231  -21.712076 -22.284414
 -22.568209 -22.780272]",226900298.14839363,135420742034.91211,1426730651855.4688,0.0,0.0,54212527275.08545,226900298.14839363,55673634.6334219,18893311023.71216,0.0,0.0,27106006145.477295,0.02269003,0.049331597120674635,0.002053922453002586
439468,4371211,1880562591552.7344,True,528676,1.1403817,[-144.19464  183.73712 -228.81467],134.39531,78.40853,76761403083.80127,253.48453,"[-20.771662 -20.963007 -21.70431  -24.541365 -21.36651  -22.012218
 -22.33622  -22.575293]",243088640.27261734,86203203201.29395,1726399688720.7031,0.0,0.0,67716646194.45801,243088640.27261734,25375348.050147295,42635078430.17578,0.0,0.0,33857858180.999756,0.024308864,0.016840492817161355,0.0007494670192808401
439518,4371211,1731213226318.3594,True,499750,0.73118126,[206.42995 168.68541  86.1277 ],127.62907,82.43555,105376758575.43945,229.43721,"[-21.040628 -21.272179 -22.007034 -24.791615 -21.675804 -22.307411
 -22.616415 -22.844208]",152631243.69084835,83565635681.15234,1578413085937.5,0.0,0.0,69081850051.87988,152631243.69084835,454624257.9817772,70229325294.49463,0.0,0.0,34540178775.78735,0.015263124,0.01058427450009712,0.013162186013364486
439732,4371211,2118808898925.7812,True,497119,0.0,[555.5116      3.7988353 108.8915   ],140.81366,82.94245,31157219409.942627,324.73596,"[-19.3329   -19.801619 -20.702816 -23.721537 -20.270128 -21.056246
 -21.43293  -21.70415 ]",278692450.37436485,21744086742.401123,2053000640869.1406,0.0,0.0,43785419464.11133,278692450.37436485,1893812.5867862254,8984055519.104004,0.0,0.0,21892576217.651367,0.027869245,0.0,8.650478445105504e-05
439827,4371211,1779062500000.0,True,458604,0.0,[ 224.14058 -329.73877 -262.08658],137.2382,82.9629,32592058181.762695,232.0097,"[-19.311674 -19.73231  -20.605135 -23.531267 -20.190437 -20.947836
 -21.30803  -21.562078]",141910845.41380405,76493558883.66699,1669507446289.0625,0.0,0.0,32919559478.759766,141910845.41380405,14760395.279154181,15976147651.672363,0.0,0.0,16459238529.205322,0.014191085,0.0,0.0008967848210573832
439922,4371211,1457675476074.2188,True,483402,1.232376,[-64.06944 -29.89964  77.92473],113.18376,89.36065,44439268112.18262,223.48088,"[-21.484072 -21.609951 -22.17767  -24.747522 -21.953852 -22.417202
 -22.650217 -22.83207 ]",127494912.59455681,174394531250.0,1241402282714.8438,0.0,0.0,41751127243.04199,127494912.59455681,1439390480.518341,21997537612.91504,0.0,0.0,20874843597.41211,0.012749491,0.02951719057187621,0.06895335401204082
440024,4371211,2180023803710.9375,True,508616,0.0,[-165.86743  177.22502 -180.71558],128.5805,100.153984,20366845130.92041,236.53911,"[-18.85128  -19.294527 -20.18275  -23.16145  -19.757849 -20.532053
 -20.902514 -21.166052]",210845600.81362724,54173903465.270996,2099837188720.7031,0.0,0.0,25801899433.135986,210845600.81362724,569602.161704097,7254990935.325623,0.0,0.0,12900438308.71582,0.02108456,0.0,4.4153706104641515e-05
440144,4371211,1942715911865.2344,True,475575,0.004909163,[ 272.56097  -80.94016 -192.12508],139.35475,71.044716,53699917793.273926,296.15198,"[-19.915318 -20.362936 -21.250132 -24.235252 -20.826366 -21.598028
 -21.966215 -22.230104]",234895404.42824364,4335182905.197144,1874593658447.2656,0.0,0.0,63552241325.37842,234895404.42824364,5193633.260205388,21684081554.41284,0.0,0.0,31775746345.52002,0.02348954,7.724610136298213e-05,0.0001634464601942426
440193,4371211,1353736114501.9531,True,384583,1.4410882,[  1.203705  54.884987 -74.85724 ],111.085335,85.13648,38849833011.6272,219.26677,"[-20.918936 -21.019108 -21.61794  -24.251028 -21.370457 -21.877598
 -22.143555 -22.345633]",148467542.60361195,82330579757.69043,1231963195800.7812,0.0,0.0,39293868541.71753,148467542.60361195,34975439.77573514,19019705057.144165,0.0,0.0,19646685123.443604,0.014846754,0.036674632788713676,0.0017802209154357722
440289,4371211,1716939849853.5156,True,485940,3.9870546,[ 91.16059   -8.9913   -23.361313],126.7475,83.50251,83730592727.66113,235.94467,"[-21.635141 -21.66686  -22.276659 -24.919554 -22.020939 -22.541185
 -22.810144 -23.01141 ]",154468789.69669342,81119375228.88184,1571840667724.6094,0.0,0.0,63825349807.73926,154468789.69669342,873814374.2084503,50789995193.481445,0.0,0.0,31912312507.629395,0.015446879,0.06246819795615229,0.02738173154952479
440377,4371211,1672360382080.0781,True,460873,0.20420538,[ 66.1447  257.69467 245.91878],122.666046,86.97023,72802009582.51953,226.82402,"[-20.295845 -20.594328 -21.360327 -24.157747 -21.010387 -21.670446
 -21.99038  -22.221966]",139192286.87882423,88922147750.85449,1536506042480.4688,0.0,0.0,46793055534.36279,139192286.87882423,68967556.58090115,49197435379.02832,0.0,0.0,23396413326.263428,0.013919229,0.004364010354914266,0.002947783304182024
440477,4371211,825066680908.2031,True,213737,0.004003711,[ -9.788005 -24.991833 498.66858 ],99.09259,64.54336,23796849250.793457,206.11475,"[-19.187506 -19.599926 -20.458553 -23.373085 -20.053196 -20.795351
 -21.14694  -21.397871]",103469481.6917181,23582727909.088135,776612701416.0156,0.0,0.0,24767777919.769287,103469481.6917181,5157629.493623972,11304640769.958496,0.0,0.0,12383581399.917603,0.010346948,0.00016164998966631785,0.00041648932784971957
440568,4371211,915322418212.8906,True,286929,5.144507,[-387.73593    31.550571 -146.3825  ],104.96561,61.729286,33735668659.210205,206.17976,"[-21.436403 -21.302242 -21.73507  -24.160414 -21.59186  -21.939991
 -22.147642 -22.315542]",102154575.28829575,89791889190.67383,797300796508.7891,0.0,0.0,28127572536.468506,102154584.60152149,1106425002.2172928,18463573455.810547,0.0,0.0,14063515663.146973,0.010215458,0.18289907259628876,0.07867342908549153
440642,4371211,1697124328613.2812,True,495240,0.47449714,[-11.052657 106.51331  202.80383 ],129.22192,71.10664,73059830665.58838,235.13834,"[-20.431965 -20.713444 -21.499449 -24.335169 -21.136084 -21.818003
 -22.150976 -22.388847]",179658159.6136093,106797246932.9834,1532785034179.6875,0.0,0.0,57362399101.257324,179658159.6136093,12185844.825580716,44187192916.87012,0.0,0.0,28680794239.04419,0.017965816,0.008271919356376561,0.00042487822073601053
440726,4371211,1969492187500.0,True,479041,0.051034592,[  68.40952 -237.52728 -345.54626],128.19507,91.25791,54843773841.85791,232.96693,"[-19.817724 -20.188236 -21.024775 -23.89099  -20.632404 -21.355225
 -21.697796 -21.940159]",249620508.40258598,45832791328.430176,1883380584716.7969,0.0,0.0,40029244422.9126,249620508.40258598,18978141.015395522,34561059474.94507,0.0,0.0,20014116764.068604,0.02496205,0.001274932685534908,0.0009482377483410624
440827,4371211,1622312622070.3125,True,473542,1.5476627,[-113.95643    183.32564      3.1811664],122.92383,86.39216,73194150924.68262,249.92014,"[-21.288557 -21.496243 -22.203758 -24.946968 -21.889565 -22.494875
 -22.79112  -23.010685]",201297979.80189323,71885876655.57861,1479411468505.8594,0.0,0.0,70813961029.05273,201297979.80189323,538117215.0373459,37048485279.08325,0.0,0.0,35406248569.488525,0.020129798,0.0218553335033807,0.015198368558624156
440923,4371211,1554250335693.3594,True,430844,0.0035058102,[ -88.17267    47.508057 -170.48337 ],123.23775,90.78674,20912661552.4292,234.71886,"[-19.486677 -19.917484 -20.78466  -23.757727 -20.373938 -21.123655
 -21.480179 -21.740744]",147610632.70270824,102967205047.60742,1420679016113.2812,0.0,0.0,30456535816.192627,147610632.70270824,1208244.9393346906,5536038279.533386,0.0,0.0,15227804183.95996,0.014761063,0.0001151086316931437,7.934465959362559e-05
441036,4371211,1362449493408.2031,True,391649,0.42372546,[-168.37225 -114.14026  314.5197 ],111.01115,89.67148,26720428466.796875,214.05005,"[-20.360226 -20.56951  -21.25416  -23.922722 -20.954708 -21.537191
 -21.820547 -22.024677]",134697556.4956665,105313434600.83008,1227625427246.0938,0.0,0.0,29375936985.01587,134697556.4956665,2085032.02884458,11896163225.17395,0.0,0.0,14687483310.699463,0.013469756,0.014424236279357116,0.00014195978880368745
441141,4371211,1189841766357.4219,True,324740,0.07540342,[-45.962692  97.653366 166.17403 ],117.27624,64.6716,56034989356.99463,239.55688,"[-19.87773  -20.292841 -21.152004 -24.070105 -20.746515 -21.48814
 -21.837957 -22.092018]",110575230.7921648,35591650009.15527,1107394790649.414,0.0,0.0,46744737625.12207,110575230.7921648,54327035.32278538,32498316764.831543,0.0,0.0,23371772766.11328,0.011057523,0.0016130890009896886,0.0023244721684764157
441397,4371211,1536069488525.3906,True,482281,8.041269,[211.84444  181.91142    7.935703],129.24484,77.466896,97838373184.2041,242.74278,"[-21.893166 -21.786058 -22.287998 -24.78512  -22.099552 -22.518322
 -22.749306 -22.927536]",123457461.59553528,139484643936.15723,1343619232177.7344,0.0,0.0,52842154502.86865,123457461.59553528,1848712861.5379333,69445686340.33203,0.0,0.0,26420519351.95923,0.012345746,0.15217527328359834,0.06997261624233897
441494,4371211,2230703125000.0,True,511198,0.0,[   7.3777556  -61.82358   -342.51688  ],135.04471,89.636856,25676290988.92212,241.39331,"[-19.002098 -19.409075 -20.276466 -23.184954 -19.864353 -20.618385
 -20.97679  -21.228548]",231034606.69517517,43605508804.32129,2160627441406.25,0.0,0.0,26239228248.59619,231034606.69517517,0.0,12325900793.075562,0.0,0.0,13119354248.046875,0.02310346,0.0,0.0
