,count,SubhaloMass,SubhaloFlag,SubhaloLen,SubhaloSFR,SubhaloVel,SubhaloVelDisp,SubhaloHalfmassRad,SubhaloMassInHalfRad,SubhaloVmax,SubhaloStellarPhotometrics,SubhaloBHMass,SubhaloMassGas,SubhaloMassDM,None,SubhaloMassTracers,SubhaloMassStellar,SubhaloMassBH,SubhaloMassInHalfRadGas,SubhaloMassInHalfRadDM,SubhaloMassInHalfRadNone,SubhaloMassInHalfRadTracers,SubhaloMassInHalfRadStellar,SubhaloMassInHalfRadBH,SubhalosSFR,SubhaloGasFraction
467052,4371211,1417266540527.3438,True,361247,0.0,[-47.881626 -19.185558 -28.220901],120.52666,73.771385,41054534912.109375,241.85658,"[-19.679747 -20.12699  -21.011349 -23.989866 -20.589916 -21.35682
 -21.721832 -21.98446 ]",132103711.36665344,24590778350.83008,1347107696533.2031,0.0,0.0,45435853004.45557,132103711.36665344,4472304.135560989,18200675249.09973,0.0,0.0,22717287540.43579,0.013210371,0.0,0.00019686787551552893
467127,4371211,971362075805.6641,True,318821,1.3820537,[ -7.745811 161.41199  265.77722 ],103.56322,61.94665,31976966857.910156,193.15634,"[-20.733078 -20.731441 -21.307997 -23.895744 -21.072693 -21.561966
 -21.819916 -22.01287 ]",81282677.12891102,119637136459.35059,825491561889.6484,0.0,0.0,26152052879.333496,81282677.12891102,1129843369.12632,17690044641.49475,0.0,0.0,13075796365.737915,0.008128268,0.05284685448017616,0.08640723192101797
467256,4371211,1265934600830.0781,True,349659,0.006244647,[-455.7385   136.40263  474.49564],109.53883,80.21507,46852183341.97998,235.95627,"[-20.052385 -20.465641 -21.323442 -24.265553 -20.91868  -21.659153
 -22.0101   -22.264666]",211429428.3092022,43194212913.51318,1173731155395.5078,0.0,0.0,48797783851.623535,211429428.3092022,11776663.595810533,22230100631.713867,0.0,0.0,24398877620.69702,0.021142943,0.00012796988629567866,0.00048267234988795765
467308,4371211,1514583587646.4844,True,351305,0.0,[-294.47357   -28.554937  148.05849 ],123.785126,77.84194,22664320468.902588,225.8705,"[-18.8497   -19.299627 -20.189852 -23.170502 -19.764128 -20.539083
 -20.909086 -21.173836]",186510253.69763374,21015121936.798096,1467631683349.6094,0.0,0.0,25750396251.678467,186510253.69763374,2354285.3887192905,9600855708.122253,0.0,0.0,12874598503.112793,0.018651025,0.0,0.0001828628200056162
467385,4371211,1336252593994.1406,True,342784,0.0,[-163.54251  414.82812  200.93268],116.95122,74.6745,35715758800.50659,248.38123,"[-19.376066 -19.842411 -20.738428 -23.743841 -20.309782 -21.088388
 -21.45988  -21.728039]",143135460.09361744,32114317417.144775,1264744644165.039,0.0,0.0,39250464439.39209,143135460.09361744,2020595.5661367625,15945813655.853271,0.0,0.0,19624789953.23181,0.014313546,0.0,0.00010296138562257634
467445,4371211,971170120239.2578,True,318695,0.6649298,[ -13.490214 -280.66272  -129.29865 ],100.42913,75.004135,33538486957.55005,197.92847,"[-20.261803 -20.425922 -21.107193 -23.824583 -20.80829  -21.391716
 -21.682821 -21.898325]",57653388.93979788,114775247573.85254,828737411499.0234,0.0,0.0,27599804401.397705,57653388.93979788,671650692.820549,19009593725.204468,0.0,0.0,13799589872.36023,0.005765339,0.024091830417191415,0.04867178655547046
467519,4371211,896734085083.0078,True,253035,0.0,[107.40676  -24.270266 -33.929226],95.324905,88.623795,17206308841.705322,210.71461,"[-19.476454 -19.846258 -20.66441  -23.53802  -20.284512 -20.985527
 -21.313782 -21.552052]",117557924.24082756,59332642555.23682,816563186645.5078,0.0,0.0,20720701217.651367,117557924.24082756,4582864.3487766385,6724138259.887695,0.0,0.0,10360029935.836792,0.011755792,0.0,0.0004423601454011122
467575,4371211,1065351257324.2188,True,323668,2.9824917,[  93.414665  -55.85822  -154.9155  ],112.83452,62.523582,44912500381.46973,207.1845,"[-21.063284 -21.03992  -21.585033 -24.137981 -21.369501 -21.830093
 -22.079113 -22.267998]",99106254.05609608,88367481231.68945,941596755981.4453,0.0,0.0,35287957191.467285,99106254.05609608,146617582.06784725,27022945880.889893,0.0,0.0,17643831968.307495,0.009910625,0.08451868481536388,0.008309849149051475
467700,4371211,1457004241943.3594,True,363820,0.0,[-225.23601  183.2231   195.06874],124.948166,70.059525,58854818344.11621,250.66867,"[-19.705044 -20.162651 -21.05348  -24.037231 -20.62817  -21.401548
 -21.770056 -22.03524 ]",240614395.5886364,6194108724.594116,1398459014892.5781,0.0,0.0,52110514640.808105,240614414.2150879,20341789.349913597,32538762092.590332,0.0,0.0,26055099964.141846,0.024061441,0.0,0.0007807219844832238
467740,4371211,1141541366577.1484,True,325408,1.5265596,[124.27078  330.58743  -40.899395],117.78029,63.800503,22258288860.321045,208.2628,"[-20.564564 -20.596779 -21.18086  -23.811985 -20.94047  -21.438864
 -21.706081 -21.908958]",115458089.85829353,83852663040.16113,1030537338256.8359,0.0,0.0,27035844326.019287,115458089.85829353,0.0,8625097274.780273,0.0,0.0,13517732620.239258,0.011545809,0.056464283966311146,0.0
467798,4371211,1017739028930.6641,True,305112,4.57825,[-248.5048   317.41187 -420.66055],107.484245,71.10312,46610064506.53076,214.48851,"[-21.730692 -21.658579 -22.098852 -24.480536 -21.953396 -22.301508
 -22.500671 -22.660458]",111296726.39071941,73589134216.3086,907475509643.5547,0.0,0.0,36563043594.36035,111296726.39071941,1827098876.2378693,26390979290.008545,0.0,0.0,18280690908.432007,0.011129673,0.125215230496884,0.09994692680871903
467919,4371211,1387060394287.1094,True,351791,0.0019273787,[131.93729 156.01799 150.18375],120.12062,72.16898,37096898555.755615,235.79692,"[-19.61187  -20.055979 -20.93938  -23.922983 -20.518335 -21.285149
 -21.651272 -21.914213]",214490499.34744835,24657723903.656006,1319533691406.25,0.0,0.0,42654461860.65674,214490499.34744835,4234199.004713446,15551465749.7406,0.0,0.0,21326708793.640137,0.02144905,4.518586379395484e-05,0.00019853972995477538
467958,4371211,1375746154785.1562,True,359522,0.0,[  54.534973   81.86029  -383.99512 ],124.1749,66.56572,77409639358.52051,245.8327,"[-20.053545 -20.49365  -21.369125 -24.314674 -20.953909 -21.71006
 -22.066677 -22.3251  ]",132066057.99496174,11047819852.82898,1305529327392.5781,0.0,0.0,59036874771.118164,132066057.99496174,18303511.897102,47741379737.854004,0.0,0.0,29517889022.82715,0.013206606,0.0,0.0006200820079968216
468006,4371211,1247814788818.3594,True,344753,3.5972383,[-233.3913   326.3301   -93.88045],115.590866,70.74133,29614119529.72412,239.25958,"[-21.190313 -21.11952  -21.644993 -24.22445  -21.440346 -21.886942
 -22.137474 -22.331057]",152808669.95453835,59430155754.089355,1149109725952.1484,0.0,0.0,39122126102.44751,152808669.95453835,6616391.474381089,9894089102.745056,0.0,0.0,19560605287.55188,0.015280867,0.09194894706925934,0.0003382508555904288
468064,4371211,1140220794677.7344,True,311675,0.06049219,[-101.09131   44.51193  179.37827],116.58461,64.56271,46802725791.93115,221.33798,"[-20.083591 -20.462698 -21.29991  -24.19827  -20.907188 -21.63015
 -21.973722 -22.222157]",115023460.23917198,29457852840.423584,1062555389404.2969,0.0,0.0,48092536926.26953,115023460.23917198,17643009.778112173,22624449729.919434,0.0,0.0,24045608043.670654,0.011502346,0.0012578290797270522,0.0007337310724715157
468110,4371211,1367989654541.0156,True,346198,0.0,[-132.49341    -14.3893175  508.11932  ],110.20495,86.9683,34370188713.07373,230.2684,"[-19.632532 -20.051533 -20.919443 -23.855976 -20.508083 -21.259687
 -21.617085 -21.871061]",210025515.40732384,29691135883.3313,1299694976806.6406,0.0,0.0,38393480777.74048,210025515.40732384,3662979.870568961,14959943294.525146,0.0,0.0,19196556806.56433,0.021002552,0.0,0.00019081442091304582
468168,4371211,1058756179809.5703,True,314591,3.512796,[ 92.39682 183.68861  60.88144],107.0919,70.04686,24303951263.427734,220.9018,"[-21.205952 -21.105951 -21.589998 -24.090271 -21.413122 -21.813368
 -22.037863 -22.21521 ]",112729100.51047802,89070348739.62402,941227645874.0234,0.0,0.0,28345439434.051514,112729100.51047802,14017149.806022644,10005315542.22107,0.0,0.0,14171888828.277588,0.01127291,0.12392808138724574,0.0009890812703846372
468251,4371211,1123074569702.1484,True,342954,3.8658156,[ 56.174557  68.14159  164.60823 ],111.4042,67.791115,54103474617.004395,208.78334,"[-21.214537 -21.179775 -21.72845  -24.298092 -21.509995 -21.975788
 -22.229631 -22.422857]",104274377.22682953,87758235931.39648,993569793701.1719,0.0,0.0,41642284393.31055,104274377.22682953,508219227.1947861,32670211791.992188,0.0,0.0,20820767879.486084,0.010427438,0.09283389938417638,0.02440924514102649
468318,4371211,881431045532.2266,True,274751,0.06459285,[ 134.09627 -129.2644  -153.60147],98.37909,71.247444,17195862531.661987,220.63928,"[-20.113823 -20.359983 -21.005713 -23.719994 -20.731642 -21.27531
 -21.55169  -21.765574]",121620288.11872005,85647335052.49023,771708602905.2734,0.0,0.0,23953483104.70581,121620297.4319458,6895599.653944373,5091133117.675781,0.0,0.0,11976213455.200195,0.01216203,0.002696595434833652,0.0005757746118787014
468450,4371211,846760864257.8125,True,253305,1.3312517,[-299.15106 -203.32687  237.51062],100.84557,66.22112,31892831325.531006,212.26126,"[-20.555456 -20.60112  -21.20747  -23.890606 -20.953718 -21.471804
 -21.746353 -21.957972]",72922869.58545446,62721915245.05615,756864929199.2188,0.0,0.0,27101049423.217773,72922869.58545446,827406942.8443909,17442313432.69348,0.0,0.0,13550188541.412354,0.007292287,0.04912177826276828,0.06106239336195607
468623,4371211,800167999267.5781,True,244877,1.977657,[-32.510166  222.971      -1.4328617],101.77425,66.56955,14344846010.20813,184.47368,"[-20.739859 -20.567593 -20.976164 -23.436714 -20.84811  -21.174305
 -21.38287  -21.558523]",81368628.88932228,82493391036.9873,701757354736.3281,0.0,0.0,15835903882.980347,81368628.88932228,507064200.93774796,5839383006.095886,0.0,0.0,7917029261.58905,0.008136863,0.12488437509480305,0.064047281396049
468695,4371211,1117739257812.5,True,325923,0.46327195,[133.49982  137.0993   -94.008545],110.66041,72.04254,26958703994.750977,236.40154,"[-20.117432 -20.326809 -21.069593 -23.92717  -20.731064 -21.377401
 -21.703497 -21.944876]",134375384.07742977,73763327598.57178,1008833084106.4453,0.0,0.0,35008466243.7439,134375384.07742977,2418916.4105337113,9317734241.485596,0.0,0.0,17504174709.32007,0.013437538,0.013233140306389128,0.00013819082879958707
468817,4371211,1198569869995.1172,True,344857,5.5569787,[-336.90686    91.792244  127.2585  ],110.1566,76.56075,40523972511.291504,220.16891,"[-21.559998 -21.36311  -21.794348 -24.23077  -21.649769 -22.003536
 -22.217348 -22.389511]",160033348.94776344,78144550323.48633,1083526611328.125,0.0,0.0,36738662719.72656,160033348.94776344,88521540.16494751,21906533241.271973,0.0,0.0,18368881940.841675,0.016003335,0.15125696721566803,0.004819103331930467
468921,4371211,1102274780273.4375,True,350678,2.6280324,[-222.56683    31.76392    -7.200266],117.63956,56.38359,67248597145.08057,226.17947,"[-21.225685 -21.300308 -21.932404 -24.640144 -21.662464 -22.205326
 -22.489143 -22.706621]",106620118.02196503,76181807518.00537,968033218383.7891,0.0,0.0,57953128814.697266,106620118.02196503,167021416.12768173,37998964786.52954,0.0,0.0,28975989818.572998,0.010662012,0.04534755067859438,0.005764131516246756
469060,4371211,1316951904296.875,True,344948,0.0,[-264.9325   384.63632 -328.3299 ],123.91398,65.22095,50262889862.06055,236.94948,"[-19.754646 -20.195042 -21.072065 -24.038805 -20.655447 -21.414719
 -21.775427 -22.036192]",107739018.27633381,27581970691.68091,1242827987670.8984,0.0,0.0,46434235572.81494,107739018.27633381,1088276.5491260216,26936998367.30957,0.0,0.0,23217062950.134277,0.010773902,0.0,4.687399743298398e-05
469102,4371211,1075712814331.0547,True,334530,1.664996,[-375.72952  329.8014  -167.63574],108.50614,62.8667,39626274108.88672,210.51108,"[-20.837694 -20.896889 -21.534185 -24.203466 -21.26154  -21.806181
 -22.081125 -22.285742]",120196156.2037468,99409055709.83887,940853576660.1562,0.0,0.0,35330011844.63501,120196156.2037468,1104011.3167837262,21840810775.756836,0.0,0.0,17664164304.733276,0.012019616,0.047126959234215705,6.250005931432013e-05
469147,4371211,1321356811523.4375,True,351569,0.0,[-227.10808    66.542595 -251.2821  ],120.69542,70.30685,56942749023.4375,248.65977,"[-20.115494 -20.549149 -21.419361 -24.383362 -21.006895 -21.75926
 -22.115774 -22.375216]",148227969.18451786,16598193645.477295,1247125396728.5156,0.0,0.0,57485046386.71875,148227969.18451786,12867344.776168466,28039150238.03711,0.0,0.0,28742504119.873047,0.014822797,0.0,0.00044767653933366815
469265,4371211,1178832092285.1562,True,348944,2.1211152,[295.63345   41.21249  -16.497572],117.25063,63.144238,54919142723.083496,225.86197,"[-20.880709 -20.9687   -21.616764 -24.341343 -21.33645  -21.89571
 -22.186365 -22.407145]",107057671.99397087,66223597526.55029,1062924423217.7734,0.0,0.0,49576997756.95801,107057671.99397087,275724828.2432556,29747991561.88965,0.0,0.0,24788367748.260498,0.010705767,0.04278426092016485,0.011123153853589427
469315,4371211,1073545684814.4531,True,348714,6.0061245,[-121.9981      -7.4802804  197.32361  ],109.29184,66.57086,42683472633.36182,210.0778,"[-21.513693 -21.373447 -21.83132  -24.277876 -21.670847 -22.047323
 -22.264    -22.433493]",103200618.17765236,119806766510.00977,920271606445.3125,0.0,0.0,33364131450.653076,103200618.17765236,1616189330.816269,24282734394.073486,0.0,0.0,16681349277.496338,0.010320062,0.18001740897536225,0.09688600747641912
469377,4371211,1230073852539.0625,True,348389,0.5694478,[  65.64152    13.459176 -157.78336 ],117.19023,68.64789,31435499191.28418,247.60117,"[-20.318558 -20.56852  -21.297718 -24.092787 -20.969467 -21.597511
 -21.907646 -22.13605 ]",183270908.8921547,71889400482.17773,1119786376953.125,0.0,0.0,38214778900.146484,183270908.8921547,1253597.2928162664,12143894433.97522,0.0,0.0,19107079505.92041,0.01832709,0.014901245848005172,6.560904781014984e-05
469438,4371211,1185335693359.375,True,351886,1.0206969,[-197.0735   151.3849  -160.71375],120.863495,58.150806,65107989311.21826,229.61899,"[-20.74842  -20.912384 -21.622671 -24.406279 -21.304296 -21.920052
 -22.230467 -22.461946]",121304998.17430973,57719726562.5,1072494964599.6094,0.0,0.0,54999713897.70508,121304998.17430973,125173255.80120087,37361941337.58545,0.0,0.0,27499568462.371826,0.0121305,0.018558221599691217,0.004551826184926421
469464,4371211,1112020263671.875,True,334172,3.3368964,[ 373.55222 -149.25247  155.43422],115.380875,62.56901,64691700935.36377,224.70255,"[-21.233433 -21.197319 -21.759962 -24.370518 -21.532368 -22.012606
 -22.27348  -22.474077]",121849225.83401203,72004551887.5122,994247207641.6016,0.0,0.0,45646600723.2666,121849225.83401203,97632678.22563648,41649212837.21924,0.0,0.0,22823007106.781006,0.012184923,0.07310284592176196,0.004277818333440758
469539,4371211,995023345947.2656,True,257679,0.0,[ 182.19176 -191.93578 -148.64835],110.32568,75.74042,19609606266.02173,216.71016,"[-19.020157 -19.484785 -20.377695 -23.406775 -19.95077  -20.726398
 -21.097906 -21.368048]",122036626.56247616,33819508552.55127,936359024047.8516,0.0,0.0,24722826480.86548,122036626.56247616,3079008.311033249,7123541831.970215,0.0,0.0,12360948324.203491,0.012203663,0.0,0.0002490915931591076
469589,4371211,917896575927.7344,True,233941,0.0,[ 89.1887   160.20804   57.802467],107.46998,70.83043,28017830848.693848,219.90782,"[-18.897758 -19.381588 -20.284258 -23.308018 -19.851912 -20.635366
 -21.00832  -21.280945]",114181162.789464,21871173381.80542,870437164306.6406,0.0,0.0,25474081039.42871,114181162.789464,0.0,15167229175.567627,0.0,0.0,12736421823.501587,0.011418116,0.0,0.0
469657,4371211,1235209274291.9922,True,340757,0.5834741,[-292.17206     5.247997 -201.89247 ],113.07972,76.38151,46629009246.82617,216.0331,"[-20.580753 -20.868307 -21.624857 -24.434519 -21.28131  -21.930092
 -22.24308  -22.47501 ]",147538706.6602707,40783276557.92236,1146010513305.664,0.0,0.0,48267941474.91455,147538706.6602707,6784187.86264956,22341327667.23633,0.0,0.0,24133355617.523193,0.014753871,0.012088232516385987,0.000281112497166518
469705,4371211,1019792480468.75,True,272748,0.06575694,[ -5.080942 151.39145   21.638483],120.52795,67.54602,21125285625.457764,207.13832,"[-19.165598 -19.55137  -20.402063 -23.349377 -20.00004  -20.739008
 -21.094673 -21.351698]",104488050.56512356,52310466766.35742,943679733276.3672,0.0,0.0,23697850704.193115,104488050.56512356,948916.0584053025,9171117544.174194,0.0,0.0,11848731040.95459,0.010448805,0.002774806043483243,8.00858805154255e-05
469740,4371211,1156910552978.5156,True,328084,0.3825805,[30.74499   -4.9922037 25.204048 ],106.518265,74.936844,39170455932.61719,204.36794,"[-20.443789 -20.693075 -21.4596   -24.268179 -21.109358 -21.767906
 -22.08241  -22.310873]",131893930.9567213,62162976264.95361,1054597625732.4219,0.0,0.0,40018038749.694824,131893930.9567213,0.0,19029816389.083862,0.0,0.0,20008745193.481445,0.013189393,0.009560200871241582,0.0
469803,4371211,1297003631591.7969,True,329059,0.0,[-287.6161  -170.70535  152.89   ],116.832,73.03071,24400746822.357178,245.00093,"[-19.474472 -19.906715 -20.781338 -23.760077 -20.365585 -21.124096
 -21.4859   -21.746048]",131158875.3014803,34651498794.555664,1228535461425.7812,0.0,0.0,33685591220.855713,131158875.3014803,0.0,7426886558.532715,0.0,0.0,16842702627.182007,0.0131158875,0.0,0.0
469879,4371211,1216482391357.4219,True,340459,1.8347094,[ 149.737    -214.94075   -19.980558],111.34903,77.25578,47446441650.390625,208.76842,"[-21.009949 -21.117764 -21.748802 -24.435863 -21.480383 -22.019754
 -22.299484 -22.511848]",131598813.45927715,54664568901.06201,1117531509399.414,0.0,0.0,44154667854.30908,131598813.45927715,35024124.663323164,25202877521.514893,0.0,0.0,22076940536.499023,0.013159881,0.04155187877197444,0.0015864573537904413
469930,4371211,1063555984497.0703,True,349312,1.9074823,[  26.562418 -268.98312   143.71838 ],114.535355,58.14406,63148307800.29297,226.04056,"[-20.97985  -21.13502  -21.818316 -24.597984 -21.517866 -22.104662
 -22.401985 -22.628813]",106798978.52241993,83942251205.44434,925832901000.9766,0.0,0.0,53674015998.84033,106798978.52241993,2053615450.8590698,34151544570.92285,0.0,0.0,26836349964.141846,0.010679898,0.035538281064478185,0.07652364995996351
469967,4371211,1277314376831.0547,True,308367,0.0,[ 316.38046  195.61235 -173.04616],110.12586,79.86777,20284545421.60034,248.99887,"[-18.98204  -19.43622  -20.32663  -23.326736 -19.900959 -20.675041
 -21.04417  -21.310465]",137684214.86020088,25391879081.726074,1225587921142.5781,0.0,0.0,26196846961.975098,137684214.86020088,981252.3785512894,7047705650.32959,0.0,0.0,13098173141.479492,0.0137684215,0.0,7.49152090106249e-05
470134,4371211,1400076446533.2031,True,344917,0.0,[-277.2541    -91.9371    -30.933533],120.874176,74.12688,35567724704.74243,264.2144,"[-19.477125 -19.953962 -20.855639 -23.891022 -20.423267 -21.207634
 -21.581945 -21.854424]",128714265.30182362,9831042885.780334,1345980377197.2656,0.0,0.0,44136300086.9751,128714265.30182362,4336624.697316438,13367384672.164917,0.0,0.0,22067289352.416992,0.0128714265,0.0,0.00019651823239637972
470178,4371211,1319394683837.8906,True,335182,0.027745904,[ -32.99382 -562.1661   204.1965 ],116.08345,76.85654,63001370429.992676,219.9609,"[-19.940582 -20.330097 -21.175179 -24.078184 -20.777863 -21.507954
 -21.855562 -22.10547 ]",148565294.2210436,17387490272.521973,1256847610473.6328,0.0,0.0,45010986328.125,148565294.2210436,12619721.237570047,40334715843.20068,0.0,0.0,22505466938.0188,0.014856529,0.0006164251589307598,0.0005607402535715168
470252,4371211,1351966857910.1562,True,331549,0.001656573,[ 18.632412 198.03386  -82.063   ],116.1251,77.19069,30612683296.203613,226.35767,"[-19.565113 -19.946728 -20.780817 -23.659279 -20.38974  -21.11136
 -21.455496 -21.69903 ]",140603892.5051689,25122535228.729248,1293840484619.1406,0.0,0.0,32863245010.375977,140603892.5051689,909247.9012906551,14039797782.89795,0.0,0.0,16431370973.587036,0.014060389,5.040807846082341e-05,5.533609476362291e-05
470420,4371211,1547829742431.6406,True,348472,0.0,[-245.01001 -124.75889  116.7588 ],124.08493,79.06687,22562308311.462402,222.81815,"[-18.953169 -19.373755 -20.248507 -23.186333 -19.832169 -20.592823
 -20.95612  -21.21155 ]",185618307.441473,11100221872.329712,1511813812255.8594,0.0,0.0,24730107784.27124,185618307.441473,1934261.8179507554,10010371208.190918,0.0,0.0,12364383935.928345,0.01856183,0.0,0.00015643818794159166
470493,4371211,1413773803710.9375,True,345503,0.0,[ -55.174606 -194.43617   185.78668 ],121.92252,71.60276,38741161823.272705,226.5393,"[-19.47511  -19.903448 -20.779871 -23.724527 -20.363047 -21.1238
 -21.486532 -21.742588]",183602683.2461357,17859258651.7334,1358053436279.2969,0.0,0.0,37677464485.16846,183602683.2461357,17089723.84221852,19702230691.90979,0.0,0.0,18838238716.12549,0.018360268,0.0,0.0009071826777303631
470548,4371211,1364200439453.125,True,337362,0.0,[-191.32712  -12.56253 -231.8449 ],116.02153,77.04915,26611027717.590332,244.98946,"[-19.16924  -19.646181 -20.549686 -23.59459  -20.115858 -20.903032
 -21.280502 -21.553799]",160654596.98438644,27437179088.59253,1302925567626.9531,0.0,0.0,33676903247.833252,160654596.98438644,1324741.7518869042,9610967636.108398,0.0,0.0,16838082075.119019,0.01606546,0.0,7.867533522980172e-05
470679,4371211,775978164672.8516,True,232797,0.831571,[ 287.93692 -205.25061  485.27475],97.83689,59.75928,25778863430.023193,200.5448,"[-20.287663 -20.477373 -21.160467 -23.889175 -20.861574 -21.443668
 -21.731136 -21.945734]",96398228.77943516,56491503715.51514,692839050292.9688,0.0,0.0,26551215648.651123,96398238.0926609,20623574.96470213,12386569976.80664,0.0,0.0,13275270462.036133,0.009639824,0.031319506946014,0.001553533317733922
470808,4371211,1157863693237.3047,True,275499,0.0,[-246.74652 -137.18523  165.18167],111.55789,70.59173,26328248977.661133,222.79607,"[-19.037062 -19.480017 -20.364063 -23.333014 -19.942701 -20.710468
 -21.077122 -21.338673]",141870025.54535866,12774680852.890015,1118001708984.375,0.0,0.0,26945459842.681885,141870025.54535866,3666562.2610598803,12710137367.248535,0.0,0.0,13472574949.264526,0.014187003,0.0,0.0002721500733799992
470884,4371211,1095296554565.4297,True,269911,0.0,[ 286.22186 -576.45856 -416.15552],102.866264,83.80228,15843152999.87793,212.61377,"[-18.876436 -19.308453 -20.187687 -23.14973  -19.76884  -20.53284
 -20.897493 -21.156239]",151288006.4547062,28466835021.972656,1044440689086.9141,0.0,0.0,22237744331.359863,151288006.4547062,2826511.9181014597,4570391774.177551,0.0,0.0,11118646860.12268,0.015128801,0.0,0.0002542136604984568
471109,4371211,1061250228881.8359,True,312426,0.88619614,[276.44086 -85.15125 171.2943 ],111.314735,62.56069,44353890419.00635,205.563,"[-20.69275  -20.871088 -21.562635 -24.311558 -21.2571   -21.851788
 -22.149145 -22.369844]",99685629.82976437,53731355667.11426,961430435180.6641,0.0,0.0,45988802909.851074,99685629.82976437,41139130.48058748,21218953132.629395,0.0,0.0,22994110584.259033,0.009968563,0.019269823965884985,0.0017891159707977527
471219,4371211,919465179443.3594,True,281520,0.6033905,[-79.110985  57.63775   -9.794331],109.299995,64.71695,32355058193.206787,183.84946,"[-20.5476   -20.680174 -21.307024 -23.92411  -21.044035 -21.570457
 -21.830345 -22.023708]",85396571.08485699,85018825531.00586,808600387573.2422,0.0,0.0,25760583877.563477,85396571.08485699,941635370.2545166,18448406457.901,0.0,0.0,12879619598.388672,0.008539657,0.023423013923847723,0.07311049546621094
471420,4371211,1152477493286.1328,True,322512,0.58060366,[ -86.34799 -758.6809  -114.14967],115.7388,63.365177,57551045417.785645,217.5158,"[-20.528471 -20.81253  -21.56982  -24.413649 -21.224945 -21.877365
 -22.197428 -22.435951]",108223874.12190437,36472361087.79907,1066094436645.5078,0.0,0.0,49802470207.214355,108223874.12190437,170158836.99059486,32371921539.30664,0.0,0.0,24900741577.148438,0.010822387,0.011658129742104213,0.006833484716244381
471468,4371211,1115791320800.7812,True,334844,1.2068344,[155.86816  187.81076   35.204002],104.649284,82.00186,42853922843.933105,201.6017,"[-21.117914 -21.208492 -21.77334  -24.350462 -21.550339 -22.014387
 -22.249735 -22.431948]",100362310.18602848,87335710525.5127,995379714965.8203,0.0,0.0,32975482940.67383,100362310.18602848,1124409809.7085953,25142209529.87671,0.0,0.0,16486940383.911133,0.010036231,0.03659793057873229,0.06820002884257752
471591,4371211,1080473709106.4453,True,314079,1.2198883,[   1.206369 -103.56052   438.7278  ],109.01055,66.8458,51699757575.98877,197.29698,"[-20.644493 -20.817228 -21.491749 -24.165457 -21.197643 -21.773321
 -22.057558 -22.264723]",108663542.1961546,67715458869.93408,975197219848.6328,0.0,0.0,37452392578.125,108663542.1961546,53320084.69849825,32811772823.33374,0.0,0.0,18726004362.106323,0.010866354,0.03257170625244451,0.002847381836906757
471801,4371211,1041592712402.3438,True,268111,0.0,[-152.04672 -377.28757  118.58726],103.03134,83.485176,22391097545.62378,233.84665,"[-19.085878 -19.564589 -20.465666 -23.50792  -20.033733 -20.817066
 -21.191057 -21.464628]",124068772.42028713,28321175575.256348,983771743774.4141,0.0,0.0,29375689029.693604,124068772.42028713,1304702.745983377,7578558921.813965,0.0,0.0,14687166213.989258,0.012406877,0.0,8.883284406086938e-05
471857,4371211,1013314819335.9375,True,318559,1.1710469,[-114.52786 -120.00786 -105.43987],113.85366,59.62263,62192635536.19385,225.9951,"[-21.063938 -21.266811 -21.965372 -24.742622 -21.655859 -22.256292
 -22.558758 -22.786829]",140686733.64818096,41201729774.4751,906272277832.0312,0.0,0.0,65700111389.16016,140686733.64818096,96310246.73581123,29105911254.882812,0.0,0.0,32849724292.755127,0.014068673,0.017824122795303227,0.0029318433810128527
472104,4371211,1313144378662.1094,True,320937,0.0,[ -42.638336 -106.792305 -151.22443 ],111.94431,81.41078,23568372726.44043,238.42401,"[-19.37262  -19.790419 -20.658646 -23.60223  -20.246754 -20.99977
 -21.358    -21.612057]",166773591.19057655,23021285533.90503,1258379516601.5625,0.0,0.0,31576907634.735107,166773591.19057655,0.0,7613949179.649353,0.0,0.0,15787649154.663086,0.01667736,0.0,0.0
472174,4371211,1155991058349.6094,True,335079,0.0,[-281.3429    -15.111491  -11.632437],118.0758,65.69132,72074403762.81738,249.74928,"[-20.25737  -20.701323 -21.571503 -24.559422 -21.159966 -21.909344
 -22.262722 -22.525736]",119602791.96500778,33925707340.24048,1061483535766.6016,0.0,0.0,60462203025.81787,119602791.96500778,151014924.04937744,41573376655.57861,0.0,0.0,30230410099.02954,0.011960279,0.0,0.0049954639568129885
472218,4371211,1328683013916.0156,True,312457,0.0,[155.30853 -97.2673  120.68831],119.47528,76.919785,16756229400.634766,238.05515,"[-18.839033 -19.267702 -20.145626 -23.10344  -19.727467 -20.490698
 -20.855352 -21.112947]",161424167.4542427,25277354717.25464,1281539764404.2969,0.0,0.0,21704406738.28125,161424167.4542427,0.0,5743324160.575867,0.0,0.0,10851480960.845947,0.016142417,0.0,0.0
472362,4371211,1246732711791.9922,True,339451,0.5487259,[-143.40285    12.717564  276.06818 ],119.88864,68.24229,41120386123.65723,245.35641,"[-20.394854 -20.596096 -21.34293  -24.19374  -21.001825 -21.65218
 -21.976103 -22.214937]",131017155.94530106,40281047821.04492,1159883499145.5078,0.0,0.0,46437125205.99365,131017155.94530106,0.0,17770936489.105225,0.0,0.0,23218431472.77832,0.013101716,0.011816534735948427,0.0
