,count,SubhaloMass,SubhaloFlag,SubhaloLen,SubhaloMassGas,SubhaloMassDM,None,SubhaloMassTracers,SubhaloMassStellar,SubhaloMassBH
529466,4371211,54.374916,True,164310,4.7865996,48.162525,0.0,0.0,1.4195942,0.0061974744
529509,4371211,58.931343,True,140660,0.17481206,57.07681,0.0,0.0,1.6655862,0.014135281
529535,4371211,45.216183,True,135651,5.0085335,39.806393,0.0,0.0,0.39852476,0.0027316734
529536,4371211,5.94139,True,15683,0.42562982,5.458686,0.0,0.0,0.056909118,0.00016557048
529539,4371211,0.8222054,True,2719,0.12321042,0.6779751,0.0,0.0,0.020883782,0.00013609359
529575,4371211,44.106625,True,140675,5.3793983,37.883186,0.0,0.0,0.8393992,0.004637611
529611,4371211,48.422234,True,137150,0.010663364,45.32777,0.0,0.0,3.072537,0.011263047
529643,4371211,53.294575,True,168055,5.84711,46.066917,0.0,0.0,1.3741697,0.006377718
529664,4371211,53.10503,True,164206,4.2029147,46.927914,0.0,0.0,1.9654484,0.008756675
529683,4371211,33.468082,True,99695,3.8484826,29.366283,0.0,0.0,0.25216213,0.0011563645
529684,4371211,14.464778,True,42883,1.52726,12.689915,0.0,0.0,0.24701013,0.0005933758
529739,4371211,53.91268,True,165483,5.178512,47.391525,0.0,0.0,1.3383534,0.004294143
529762,4371211,53.286835,True,166348,6.1342425,46.043663,0.0,0.0,1.1055286,0.003400588
529785,4371211,50.484184,True,160547,3.9396799,44.343414,0.0,0.0,2.1951957,0.0058912686
529786,4371211,1.7664554,True,5180,0.20817529,1.5399793,0.0,0.0,0.018208759,9.210386e-05
529804,4371211,49.33357,True,156674,4.0017824,43.050156,0.0,0.0,2.2771769,0.004451263
529807,4371211,0.14672935,True,608,0.0061837025,0.119315535,0.0,0.0,0.021230113,0.0
529822,4371211,38.01226,True,120938,3.6294656,32.880024,0.0,0.0,1.500734,0.0020357876
529829,4371211,0.053196788,True,357,0.010343549,0.028817736,0.0,0.0,0.014035506,0.0
529863,4371211,62.90518,True,162574,1.267139,59.481323,0.0,0.0,2.1479506,0.008769664
529890,4371211,40.084026,True,125251,4.7094917,34.83407,0.0,0.0,0.537524,0.0029410084
529891,4371211,8.603544,True,22783,0.52872187,7.936,0.0,0.0,0.1382725,0.0005502291
529926,4371211,28.13579,True,86746,3.3570454,24.47283,0.0,0.0,0.30457726,0.0013370799
529927,4371211,13.370813,True,38283,1.1164958,12.009412,0.0,0.0,0.2438578,0.001047856
529928,4371211,4.6638384,True,12706,0.4168466,4.2124453,0.0,0.0,0.034442045,0.00010452096
529929,4371211,3.3809218,True,9295,0.3213468,3.0390072,0.0,0.0,0.020460185,0.00010766444
529962,4371211,48.142838,True,151934,5.683908,41.503605,0.0,0.0,0.9518129,0.003513271
529963,4371211,3.6621492,True,10802,0.24337876,3.2725825,0.0,0.0,0.14520146,0.000986493
