,count,SubhaloMass,SubhaloFlag,SubhaloLen,SubhaloSFR,SubhaloVel,SubhaloMassGas,SubhaloMassDM,None,SubhaloMassTracers,SubhaloMassStellar,SubhaloMassBH,SubhalosSFR
602174,4371211,21.772223,True,57387,0.41610923,[143.32094   19.935228 -53.91535 ],1.3235316,20.13753,0.0,0.0,0.30994412,0.001216379,0.13425298929214477
602182,4371211,17.857817,True,51809,0.33977187,[609.24274 -85.54832 235.52657],1.4813727,15.9645195,0.0,0.0,0.41028765,0.001636626,0.0828130841255188
602211,4371211,19.99578,True,56765,0.8077628,[-186.30376  -124.94142   -53.806805],1.5883385,18.034845,0.0,0.0,0.3702213,0.0023754744,0.21818377971649172
602224,4371211,19.475082,True,57345,0.60897505,[ -7.670499  21.479181 128.46172 ],1.5076025,17.459503,0.0,0.0,0.5060378,0.0019401842,0.12034181356430054
602233,4371211,18.874521,True,54844,0.4655652,[  58.476448 -486.36868   207.76271 ],1.6977148,16.864948,0.0,0.0,0.31069496,0.0011636366,0.1498463988304138
602243,4371211,18.79563,True,56159,0.27351463,[ 184.45575  130.90529 -185.5977 ],1.8622742,16.55048,0.0,0.0,0.38208628,0.00078804296,0.07158452272415161
602253,4371211,19.01644,True,56355,0.46802112,[  57.40371   -340.69995      5.6878967],1.9170083,16.816917,0.0,0.0,0.2812937,0.0012198561,0.16638166904449464
602263,4371211,19.260168,True,56861,0.51157326,[  27.021452      0.71189255 -241.6672    ],2.1228268,16.92966,0.0,0.0,0.20723028,0.00044929353,0.24686219692230227
602277,4371211,17.310835,True,53032,0.5402841,[ 76.47636 353.8321  201.03815],2.0734053,14.994323,0.0,0.0,0.24226195,0.00084515294,0.22301650047302246
602280,4371211,19.291084,True,57423,0.6086828,[  12.777271 -198.45587   307.40826 ],2.0435727,16.952917,0.0,0.0,0.2938391,0.00075559615,0.2071483373641968
602288,4371211,18.588188,True,56566,0.5859965,[ 98.34233 -76.43328 113.22857],2.2115607,16.125292,0.0,0.0,0.25064436,0.000690299,0.23379600048065186
602318,4371211,13.122941,True,37601,0.40794298,[-155.35254 -367.91858 -162.26172],1.3322337,11.619108,0.0,0.0,0.17121936,0.00037987897,0.2382575035095215
602335,4371211,18.64447,True,52116,0.46914855,[560.4579  -89.5679  -44.22436],1.49891,16.884665,0.0,0.0,0.25970975,0.0011856189,0.1806434154510498
602352,4371211,19.639383,True,54559,0.47052148,[ -36.471363  -79.28225  -480.13483 ],1.4795144,17.811888,0.0,0.0,0.3467422,0.0012389617,0.13569778203964233
602366,4371211,19.205353,True,56510,0.32323334,[ 22.377245 214.41525  305.15247 ],1.939745,17.027742,0.0,0.0,0.23682512,0.0010409638,0.13648608922958375
602382,4371211,19.098959,True,56273,0.22836399,[-165.21992  144.90366 -134.29817],2.019919,16.926628,0.0,0.0,0.15172793,0.0006841182,0.15050886869430544
602397,4371211,19.317787,True,55633,0.25302708,[-66.85402 138.52045 178.57562],1.9806811,17.196098,0.0,0.0,0.14043906,0.0005677978,0.1801685929298401
602436,4371211,20.678593,True,57566,0.38565692,[ -96.8385   -32.07298 -140.10083],1.7609767,18.7381,0.0,0.0,0.17881827,0.00069733616,0.21566975116729736
602449,4371211,18.196625,True,52427,0.56978047,[ -29.416471 -116.58446    31.100294],1.8000501,16.200117,0.0,0.0,0.1962348,0.00022324974,0.2903564691543579
602475,4371211,18.696262,True,54216,0.23694558,[-228.87111 -113.37977 -132.26501],2.0201685,16.536829,0.0,0.0,0.13910441,0.00016034706,0.17033649682998658
602500,4371211,19.001186,True,57016,0.31507906,[ 94.23031   23.189756 -74.4147  ],2.1082692,16.623283,0.0,0.0,0.2687292,0.00090439693,0.11724779605865479
602514,4371211,18.382751,True,49171,0.32371387,[ 39.050083 240.07262  -85.3182  ],0.9988508,16.99943,0.0,0.0,0.38331258,0.0011578231,0.0844516694545746
602521,4371211,16.04762,True,47367,0.33866063,[  43.16958 -105.57497  260.90805],1.8380792,14.090356,0.0,0.0,0.11885612,0.00032911534,0.28493328094482423
602535,4371211,18.347916,True,54024,0.6350109,[135.49376 151.08833 333.37122],1.595175,16.36089,0.0,0.0,0.389851,0.0020007694,0.1628855347633362
602548,4371211,19.603062,True,56067,1.0396805,[119.82005  -75.50975  -16.819231],1.7379489,17.546461,0.0,0.0,0.31768987,0.00096224766,0.3272627115249634
602576,4371211,19.624483,True,53313,0.79585433,[113.99389 326.6597  -27.51324],1.325352,17.946877,0.0,0.0,0.35098538,0.0012701127,0.22674856185913086
602606,4371211,19.396906,True,56060,0.488524,[118.47415  -85.568436 291.16794 ],1.7216783,17.375072,0.0,0.0,0.29859185,0.0015632027,0.1636092782020569
602627,4371211,17.883686,True,54353,0.27435783,[-133.8487     55.938408  -72.3696  ],2.188347,15.506469,0.0,0.0,0.18869896,0.0001707646,0.14539445638656617
602645,4371211,17.960493,True,51536,0.66177845,[  60.055763 -162.29535   -56.45446 ],1.4693277,16.096474,0.0,0.0,0.39269838,0.0019931043,0.16852079629898073
602691,4371211,15.967507,True,47369,0.594276,[ 150.4308  -375.35333 -594.62054],1.6713114,14.117151,0.0,0.0,0.17788589,0.0011592746,0.33407709598541263
602709,4371211,20.642473,True,57092,0.28819564,[-12.38131   26.009546  70.730354],1.6333301,18.791185,0.0,0.0,0.21678941,0.0011691711,0.13293806314468384
602721,4371211,18.47393,True,57401,1.1724592,[470.16565 295.4096  274.85214],1.3113015,16.3346,0.0,0.0,0.82541156,0.0026167075,0.14204541444778443
602728,4371211,19.966013,True,57763,0.4004462,[-216.34169    37.339714 -246.51349 ],1.9873034,17.749702,0.0,0.0,0.22701696,0.0019899101,0.1763948440551758
602737,4371211,19.127443,True,55294,0.3244958,[ -11.822195 -143.71106   101.11169 ],1.6966358,17.164248,0.0,0.0,0.264899,0.0016614214,0.12249794006347657
602753,4371211,18.622597,True,52548,0.67285347,[ 581.20374  -109.86592    -6.862692],1.5871358,16.803267,0.0,0.0,0.23096754,0.0012251115,0.29131948947906494
602761,4371211,20.29667,True,57878,0.48365843,[329.6971  360.1476  134.60844],1.5311108,18.370043,0.0,0.0,0.3931281,0.0023902906,0.12302820682525635
602766,4371211,19.835115,True,57293,0.59510946,[64.24655  -5.411614 24.282606],1.4026991,17.899858,0.0,0.0,0.5301055,0.0024537724,0.11226246356964112
602788,4371211,19.474102,True,53814,0.8871499,[122.43989  -57.263706  -6.768471],1.3908701,17.725435,0.0,0.0,0.3566809,0.0011157744,0.24872367382049562
602802,4371211,18.900627,True,56427,0.09580154,[  27.639334 -134.30928   -60.110733],2.213736,16.508013,0.0,0.0,0.1784803,0.0003978539,0.053676253557205206
602829,4371211,19.628296,True,55212,0.687443,[  20.22231 -240.64752  129.33865],1.4441087,17.828571,0.0,0.0,0.35383868,0.0017758103,0.19428148269653323
602858,4371211,20.203863,True,57728,0.5784588,[  -4.2206264 -215.97418    305.49045  ],1.3356454,18.294207,0.0,0.0,0.5725912,0.0014200722,0.10102474689483643
602863,4371211,16.297878,True,48237,0.18875004,[-274.5623    -29.706648   90.29312 ],1.3756665,14.534756,0.0,0.0,0.38540635,0.0020492466,0.048974296450614935
602886,4371211,18.338205,True,55536,0.50823295,[-143.67487   -133.0848       2.6264899],2.0387478,16.095968,0.0,0.0,0.20252836,0.00095989916,0.2509440898895264
602910,4371211,18.543276,True,54972,0.6466351,[-204.06711    208.45358    -13.6610365],2.009857,16.268875,0.0,0.0,0.2637923,0.0007506339,0.24513039588928223
602930,4371211,17.24835,True,50803,0.36088583,[ 357.35452  223.8748  -405.12796],1.9619395,15.173296,0.0,0.0,0.11293705,0.00017862456,0.3195460081100464
602956,4371211,18.833557,True,53991,0.37776187,[  36.284992 -195.20134  -340.10425 ],1.5899518,16.944828,0.0,0.0,0.2963204,0.0024574758,0.1274842619895935
602968,4371211,18.309544,True,55134,0.56551856,[300.28003 -36.99775 -99.41346],2.1616492,15.949352,0.0,0.0,0.19775672,0.0007844312,0.28596680164337157
602978,4371211,19.488346,True,55868,0.89305323,[115.63258 103.01139  86.21255],1.7661438,17.445347,0.0,0.0,0.27545744,0.0013990635,0.32420732975006106
602988,4371211,19.093708,True,48682,0.99200565,[ 260.4731  -510.12073 -732.3587 ],0.74867237,17.91351,0.0,0.0,0.43055922,0.0009671026,0.23039934635162354
602999,4371211,18.27589,True,54415,0.30576077,[-1.5493824e-01 -1.9987311e+02 -2.6904163e+02],2.0109584,16.10153,0.0,0.0,0.16278587,0.00061509083,0.1878300428390503
603013,4371211,13.439764,True,40165,0.33407298,[-175.7393   -96.47627  -87.02372],1.5166669,11.8142605,0.0,0.0,0.108234495,0.0006024314,0.30865666866302494
603036,4371211,19.09207,True,56425,0.34240842,[ -32.05366  -299.0889     63.462673],1.1744922,17.163237,0.0,0.0,0.74949193,0.004849946,0.04568540453910828
603038,4371211,18.88415,True,52585,0.8096444,[ -36.05719 -279.4723   215.91217],1.5414081,17.071222,0.0,0.0,0.27033603,0.0011839936,0.29949555397033695
603073,4371211,18.675978,True,56096,0.8635416,[-215.35912   255.94858    96.052155],1.5326846,16.591938,0.0,0.0,0.549483,0.001873217,0.1571552872657776
603099,4371211,18.040457,True,52973,0.37462714,[-51.333412 411.35522  173.66113 ],1.8210427,15.940252,0.0,0.0,0.27768865,0.0014729352,0.1349090576171875
603108,4371211,17.13213,True,51418,0.61870533,[ -92.92547 -222.73965  717.6861 ],1.8831838,14.976122,0.0,0.0,0.2725124,0.00031244283,0.22703750133514405
603116,4371211,19.352732,True,57093,0.23687536,[-93.96048   10.896475  29.06649 ],2.172982,17.020159,0.0,0.0,0.1589637,0.00062828645,0.14901223182678222
603125,4371211,19.290083,True,54856,0.45469534,[335.6633   113.413605 230.50145 ],1.5776095,17.399845,0.0,0.0,0.31105676,0.0015718222,0.14617761373519897
603135,4371211,18.029274,True,52953,0.13489829,[ 93.00901 186.19075 213.88257],1.8566855,16.011032,0.0,0.0,0.16083638,0.0007201861,0.08387299180030823
603154,4371211,18.480986,True,53250,0.6390536,[-109.54353 -132.57442 -153.96025],1.548536,16.578793,0.0,0.0,0.35197106,0.0016853738,0.18156423568725588
603161,4371211,18.951092,True,56639,0.52789605,[  94.50727  -109.690384  -82.85828 ],1.9376143,16.725914,0.0,0.0,0.28598157,0.0015822469,0.18459093570709229
603191,4371211,19.556894,True,57022,0.5506198,[ 132.50589  -296.62778   -44.049866],1.7095746,17.433718,0.0,0.0,0.4119425,0.0016592215,0.13366422653198243
603197,4371211,18.82956,True,55217,0.6057325,[ 158.50847  -127.89191   -18.120989],1.8675364,16.715298,0.0,0.0,0.24559703,0.0011289286,0.2466367244720459
603211,4371211,20.03677,True,56308,0.21024114,[-431.0204  -226.14928  152.43907],1.7792754,18.086414,0.0,0.0,0.17028178,0.00079800404,0.1234666109085083
603220,4371211,18.97639,True,48152,0.2728977,[-342.47006  444.9167  -282.45364],1.228962,17.601568,0.0,0.0,0.1450123,0.00084842223,0.18818933963775636
603237,4371211,18.630173,True,53904,0.12704779,[ 333.50974   66.38748 -323.305  ],1.903215,16.500935,0.0,0.0,0.225454,0.00056892796,0.05635197758674622
603256,4371211,18.323095,True,54364,0.41469756,[ 301.61325  -134.7352     41.008198],1.8943532,16.181412,0.0,0.0,0.24602573,0.0013050049,0.16855860948562623
603296,4371211,18.025345,True,53285,0.6128501,[3.1656256e+02 1.5415015e+02 5.2492797e-02],1.9469042,15.878066,0.0,0.0,0.19956633,0.0008086554,0.30709095001220704
603308,4371211,18.929625,True,52997,0.14728785,[  87.11396   -94.610435 -148.11981 ],1.499042,17.162731,0.0,0.0,0.2672973,0.0005547705,0.05510263442993164
603329,4371211,19.065819,True,55194,0.51114434,[305.99066  -27.101116  38.174507],1.8856264,16.931177,0.0,0.0,0.24802922,0.0009852177,0.20608232021331788
603342,4371211,16.384178,True,48372,0.606345,[-14.392687  33.487373 114.553665],1.7487112,14.442741,0.0,0.0,0.19251905,0.00020685191,0.31495323181152346
603373,4371211,18.992495,True,53806,0.73651195,[-120.63836  138.85275  -99.92023],1.4308267,17.137957,0.0,0.0,0.42157608,0.002133837,0.17470439672470095
603416,4371211,17.725641,True,55485,0.70103514,[-173.39687    23.603682   26.295774],2.2251253,15.20818,0.0,0.0,0.29204783,0.00028831072,0.24004120826721193
603432,4371211,17.754583,True,53316,0.2923767,[-369.49677    14.048706   86.0669  ],1.8404939,15.645502,0.0,0.0,0.26742783,0.0011598303,0.1093291997909546
603448,4371211,17.11498,True,53742,1.1834507,[58.72207  40.385048 17.313715],1.7841874,14.849729,0.0,0.0,0.47880393,0.0022607164,0.24716813564300538
603461,4371211,16.65128,True,44858,0.1873587,[  -5.472094  -98.28541  -148.26625 ],1.1987916,15.306262,0.0,0.0,0.14566544,0.0005610183,0.1286226272583008
603477,4371211,19.192837,True,55241,0.76488674,[-146.19345    58.995327  -12.858816],1.8163407,17.077795,0.0,0.0,0.29754183,0.0011600088,0.2570686340332031
603488,4371211,14.96406,True,45554,0.33284223,[143.17905 176.31174 -92.04378],1.8034823,13.002866,0.0,0.0,0.1574662,0.0002462806,0.21137375831604005
603539,4371211,17.84072,True,49618,0.22505754,[ 294.47626 -452.68985  250.57692],1.5347868,16.117708,0.0,0.0,0.18694727,0.0012767036,0.12038557529449463
603556,4371211,20.0774,True,56868,1.0834941,[110.9009   -34.191387 106.63279 ],1.6080639,18.10967,0.0,0.0,0.35784522,0.0018203504,0.30278289318084717
603564,4371211,14.030785,True,47756,0.42723253,[-149.48308    95.406746  144.86674 ],2.3490715,11.474514,0.0,0.0,0.20705302,0.0001462701,0.2063396692276001
603576,4371211,22.658157,True,55283,0.4072967,[ 628.57874 -296.31665 -133.31947],0.63069004,21.573866,0.0,0.0,0.4516582,0.0019429518,0.09017807841300965
603582,4371211,19.112368,True,56512,0.5528292,[-125.73922   66.47363  221.9537 ],1.6465344,17.028248,0.0,0.0,0.4361348,0.0014507069,0.12675650119781495
603590,4371211,19.167826,True,55606,0.62808985,[ 109.577644  -90.47943  -468.7172  ],1.5207638,17.226433,0.0,0.0,0.4187337,0.0018957142,0.14999744892120362
603597,4371211,17.089201,True,50083,0.13865022,[ -99.70596  -68.28052 -212.27505],1.874665,15.098976,0.0,0.0,0.11526239,0.00029768655,0.12029094696044923
603645,4371211,19.409946,True,55609,0.2129269,[330.55765  98.84373  69.74156],1.7292904,17.43018,0.0,0.0,0.24883793,0.0016396596,0.08556850552558899
603658,4371211,17.601673,True,51956,0.39376262,[170.18729 -87.8336  -36.20569],1.7392911,15.536298,0.0,0.0,0.3256402,0.00044438103,0.1209195375442505
603667,4371211,18.035957,True,53861,0.49660107,[ -42.851673 -112.21612   158.69159 ],2.1271584,15.710721,0.0,0.0,0.19736803,0.0007096722,0.25161170959472656
603679,4371211,18.59004,True,55151,0.4219126,[-174.76935  232.51819  345.64917],1.8535168,16.458971,0.0,0.0,0.27617428,0.0013769962,0.15277042388916018
603688,4371211,20.696602,True,56713,0.28440008,[ 93.197624   -3.9133108 134.06989  ],1.460693,18.95398,0.0,0.0,0.27998632,0.0019418761,0.10157641172409058
603695,4371211,18.086647,True,51947,0.5082691,[-360.25284   252.96394   -73.842804],1.6928931,16.196579,0.0,0.0,0.19645128,0.00072373904,0.25872526168823246
603721,4371211,18.900646,True,55781,0.51546043,[ 182.02539  263.23248 -130.50478],1.9354079,16.702152,0.0,0.0,0.26192766,0.0011591143,0.19679495096206667
603729,4371211,19.244747,True,55351,0.36665756,[ 22.922304 225.24007  166.67488 ],1.581188,17.255756,0.0,0.0,0.40669113,0.0011108404,0.09015626907348634
603743,4371211,18.962162,True,51910,1.1142759,[ 311.74988 -114.03458  194.6324 ],1.2749232,17.27345,0.0,0.0,0.4131109,0.00067734113,0.26972804069519046
603775,4371211,16.706259,True,44682,0.2656553,[-18.37898 504.01166  87.47364],1.1317166,15.366931,0.0,0.0,0.2069824,0.0006297296,0.12834681272506715
603787,4371211,16.34681,True,43723,0.3625778,[-337.2283  -147.83296 -198.91449],1.2560613,14.965505,0.0,0.0,0.12502761,0.00021662914,0.2899981737136841
603800,4371211,18.594202,True,52939,0.70648897,[-342.86722  207.38603 -329.94742],1.346181,16.751194,0.0,0.0,0.4945138,0.0023143028,0.14286537170410157
603821,4371211,19.757019,True,55480,0.3780241,[-19.655823 403.38754  -93.68457 ],0.84341615,18.16225,0.0,0.0,0.74641407,0.0049380506,0.05064536333084107
603825,4371211,17.9853,True,52226,0.13946573,[181.86505  -80.633766  49.255154],1.7836487,16.025694,0.0,0.0,0.17516331,0.0007933286,0.07962040305137635
603839,4371211,18.446402,True,55530,0.30136704,[ 64.90483  -24.189192 -24.99272 ],2.1866188,16.119225,0.0,0.0,0.13998713,0.0005697854,0.21528196334838867
603872,4371211,15.903011,True,44533,0.31994838,[-102.9605   -99.55631  158.78339],1.3339869,14.417462,0.0,0.0,0.1507539,0.0008087717,0.21223223209381104
603881,4371211,18.314886,True,54011,0.78975695,[-457.06464  284.9055  -220.89864],1.7961893,16.214273,0.0,0.0,0.3029093,0.0015143445,0.2607239007949829
603887,4371211,18.44175,True,55688,0.7218954,[164.13042 136.9618  365.59933],1.9850267,16.120237,0.0,0.0,0.3344875,0.0019981964,0.21582133769989015
603896,4371211,19.375093,True,55982,0.7200771,[-294.1519    -98.80793   -98.367065],1.4547645,17.44939,0.0,0.0,0.46831334,0.002624013,0.15375968217849734
603940,4371211,19.544733,True,55969,0.7088136,[-35.016212 259.5597   129.04399 ],1.6277441,17.605108,0.0,0.0,0.30970156,0.0021790839,0.22886989116668702
603948,4371211,18.382421,True,53481,0.37894455,[   0.8041869   41.898155  -284.84024  ],1.752021,16.363924,0.0,0.0,0.26576096,0.0007166988,0.14258849620819092
603960,4371211,18.06441,True,52391,0.45849285,[165.67151    7.255906  71.11272 ],1.7852248,16.12428,0.0,0.0,0.1539158,0.0009876807,0.2978855133056641
603976,4371211,19.25834,True,55977,0.50430626,[-541.7736     44.503963  297.71033 ],1.6122658,17.28407,0.0,0.0,0.3603814,0.0016252296,0.1399368166923523
603987,4371211,17.963387,True,52891,0.28613812,[-97.37533  115.869316 -54.369183],2.0390031,15.800714,0.0,0.0,0.123331085,0.00033898678,0.23200809955596924
603998,4371211,19.07842,True,54938,0.4571601,[-243.55377   -34.508476  -25.283583],1.683861,17.11723,0.0,0.0,0.27601627,0.0013136478,0.16562795639038086
604008,4371211,19.064907,True,55508,0.38296327,[ -91.56511 -160.47006 -145.83934],2.111982,16.822985,0.0,0.0,0.12971237,0.00022851098,0.2952403545379639
604016,4371211,14.524444,True,36961,0.5183739,[ 132.64084 -534.18134 -335.69482],0.77767026,13.540796,0.0,0.0,0.2048661,0.0011111221,0.25303058624267577
604024,4371211,19.709429,True,53152,0.19852106,[ 271.83832   -14.018482 -505.85007 ],1.3630922,18.105627,0.0,0.0,0.23986773,0.0008422121,0.08276272416114808
604042,4371211,19.647516,True,55683,0.15024737,[ 30.009417 188.48653  -20.053606],1.7304494,17.639994,0.0,0.0,0.2756114,0.001462577,0.054514205455780035
604051,4371211,18.421787,True,53587,0.90879506,[ 503.44653  -156.75015   -23.822329],1.7953639,16.359879,0.0,0.0,0.26550123,0.0010429013,0.3422940969467163
604062,4371211,16.911404,True,52406,0.14934067,[  59.78455  139.11377 -336.90118],2.017317,14.637387,0.0,0.0,0.25598565,0.0007140996,0.05833947062492371
604073,4371211,19.401968,True,54351,0.3087921,[161.29323  -98.27523  -36.956284],1.6739068,17.568201,0.0,0.0,0.1589333,0.0009264304,0.19429038763046266
604083,4371211,20.171515,True,56214,0.36017954,[-189.35297    -12.4086895   68.856995 ],1.6783856,18.311901,0.0,0.0,0.18045296,0.00077587634,0.19959747791290283
604091,4371211,19.011717,True,54668,0.2858376,[-430.44      25.00502  288.9478 ],1.7278765,17.021675,0.0,0.0,0.26051548,0.0016488361,0.10972000360488893
604103,4371211,17.774532,True,51030,0.16113327,[-62.944168 117.62408   58.84039 ],1.6116631,15.95188,0.0,0.0,0.21000129,0.000986836,0.07672966122627259
604127,4371211,18.79057,True,55575,0.33613136,[ -61.46734   73.30902 -194.9216 ],2.143112,16.494362,0.0,0.0,0.15214728,0.00094819156,0.22092499732971194
604139,4371211,17.55614,True,47577,0.80807245,[ 15.491557  51.104126 288.1037  ],0.765229,16.222868,0.0,0.0,0.5664389,0.0016052128,0.14265835285186768
604151,4371211,19.412136,True,53258,0.20957996,[  85.551094 -593.7835   -711.55664 ],1.097094,17.866995,0.0,0.0,0.44637525,0.0016709511,0.04695151746273041
604162,4371211,20.014261,True,56217,0.44815293,[-144.56688  262.74124 -501.7949 ],1.6079595,18.10411,0.0,0.0,0.3005047,0.0016873316,0.1491334080696106
604178,4371211,19.251795,True,55046,0.39983127,[-150.02386  -83.7069  -159.25282],1.7549075,17.279518,0.0,0.0,0.2166548,0.0007144392,0.18454760313034058
604202,4371211,14.455199,True,41635,0.29207417,[ 130.96152   103.393585 -235.92339 ],1.4449923,12.887089,0.0,0.0,0.12278003,0.0003380653,0.23788409233093263
604217,4371211,20.406063,True,56454,0.20979124,[-18.491055 200.29532  299.02124 ],1.5407246,18.590473,0.0,0.0,0.2731293,0.0017364101,0.07681022882461548
604224,4371211,17.819056,True,53900,0.41332912,[-123.21694 -116.57383   68.06887],1.8008804,15.695554,0.0,0.0,0.32123774,0.0013840749,0.12866767644882202
604233,4371211,19.009085,True,56407,0.68471265,[  97.53466 -178.03088 -252.13652],1.842702,16.83259,0.0,0.0,0.33279604,0.0009953598,0.20574543476104737
604243,4371211,19.290867,True,55096,0.44990346,[  69.34883 -140.63797   54.57824],1.5930014,17.407429,0.0,0.0,0.28833348,0.002102734,0.15603580474853518
604253,4371211,18.044827,True,52746,0.56048405,[218.72707 281.23407  64.31917],1.8070387,16.023672,0.0,0.0,0.21376695,0.00034877044,0.2621939659118652
604264,4371211,18.021084,True,52328,1.0151396,[ -78.82217   -20.129128 -192.86366 ],1.5457882,16.15411,0.0,0.0,0.31931472,0.0018702982,0.3179119348526001
604283,4371211,18.686985,True,53802,0.26392618,[ 260.8738   -866.68774     9.041854],1.4016331,16.798717,0.0,0.0,0.48424646,0.0023883488,0.05450244545936585
604292,4371211,17.968515,True,54241,0.34381253,[-35.781727 -75.46819  -98.45655 ],2.2642517,15.579272,0.0,0.0,0.12481444,0.00017820817,0.2754589319229126
604327,4371211,16.108322,True,48983,0.29675278,[-17.458937 211.88026  190.94278 ],1.772246,14.114118,0.0,0.0,0.21992286,0.0020360723,0.13493493795394898
604340,4371211,19.547752,True,56263,0.65190744,[ 168.1841    -93.965645 -215.75534 ],1.6005863,17.604097,0.0,0.0,0.34080255,0.0022674815,0.19128596782684326
604352,4371211,15.975013,True,48907,0.37259594,[-344.03     -78.53003  186.4162 ],2.0312083,13.787517,0.0,0.0,0.15576826,0.00051934307,0.2391988754272461
604367,4371211,18.462725,True,55079,0.29522094,[-348.3683   111.30405  -98.86659],2.1537485,16.175344,0.0,0.0,0.13317856,0.00045453056,0.22167301177978516
604383,4371211,17.68222,True,53799,0.794375,[ 56.48089  -52.554943 227.55862 ],2.0608976,15.374515,0.0,0.0,0.24596235,0.00084651826,0.3229660987854004
604424,4371211,16.034811,True,48214,0.76140237,[-687.0717 -490.1189 -512.9856],1.817513,13.992274,0.0,0.0,0.22425061,0.0007725476,0.33953189849853516
604441,4371211,16.92772,True,51180,0.27008793,[-238.08508   -25.794188  -78.24496 ],1.952016,14.767825,0.0,0.0,0.20741613,0.00046199138,0.13021548986434936
604456,4371211,15.732325,True,39110,0.12339572,[ 115.01268  216.93275 -724.9212 ],0.83435225,14.730918,0.0,0.0,0.166877,0.0001768084,0.07394411563873292
604471,4371211,12.200973,True,38158,0.29410723,[-649.09686      1.6629337  521.5658   ],1.6736832,10.358712,0.0,0.0,0.16816492,0.00041281176,0.17489213943481446
604489,4371211,19.315914,True,50915,0.3978473,[ 563.0684  -299.02744  305.5664 ],1.359192,17.760319,0.0,0.0,0.19532852,0.0010733429,0.2036811113357544
604498,4371211,18.272913,True,54732,0.37576187,[84.79198  35.990166 36.676495],1.7263424,16.16675,0.0,0.0,0.3780763,0.0017446002,0.09938784241676331
604528,4371211,19.723684,True,55909,0.40946984,[339.70822  65.60842 -71.5184 ],1.3456501,17.916037,0.0,0.0,0.45953757,0.0024606958,0.08910475969314575
604534,4371211,18.404156,True,54567,0.3909912,[-279.60886  120.35602 -498.6837 ],2.0187788,16.21124,0.0,0.0,0.17331511,0.000822759,0.2255955696105957
604559,4371211,17.905249,True,53781,0.19030668,[-227.76138     81.069       -4.9173965],1.9626571,15.704655,0.0,0.0,0.2366973,0.0012400037,0.08040086627006532
604588,4371211,16.90996,True,49144,0.32310006,[ 298.1575     53.383564 -493.02496 ],1.7547269,15.030724,0.0,0.0,0.12401924,0.0004898254,0.26052412986755374
604625,4371211,18.659334,True,54904,0.29929894,[-61.77031   29.080936  21.959253],2.060447,16.495878,0.0,0.0,0.102566905,0.00044291394,0.29180848598480225
604635,4371211,18.17668,True,53038,0.24315466,[-158.66148   -16.248047  240.51222 ],1.8831643,16.13338,0.0,0.0,0.15934414,0.00079059467,0.15259717702865602
604652,4371211,18.68195,True,53767,0.3082641,[-289.09836 -168.26884   83.80301],1.6846734,16.786077,0.0,0.0,0.20963575,0.0015627341,0.14704748392105102
604669,4371211,10.332087,True,30126,0.618799,[ -11.112492   34.28049  -231.47197 ],0.92884904,9.18123,0.0,0.0,0.22178055,0.00022760232,0.27901408672332767
604696,4371211,20.015957,True,55292,0.44164836,[373.7009    25.805252 738.5998  ],1.1673214,18.339708,0.0,0.0,0.5067049,0.002223171,0.08716086149215699
604701,4371211,18.970556,True,55666,1.0053313,[277.77002  -13.742145 343.5105  ],1.5141734,16.970106,0.0,0.0,0.48414308,0.0021337753,0.207651686668396
604707,4371211,19.59876,True,55811,0.20301917,[ 74.82633  95.09569 109.19435],1.8302811,17.582357,0.0,0.0,0.18509245,0.0010296747,0.10968527793884278
604713,4371211,18.924744,True,54560,0.27697647,[183.77707 293.36722 177.46208],1.6855087,16.895283,0.0,0.0,0.3429261,0.0010268248,0.08076855540275574
604725,4371211,13.623695,True,36773,0.310237,[-13.716473 -17.697777 -54.76901 ],0.993866,12.468473,0.0,0.0,0.16109738,0.00025902005,0.1925773024559021
604735,4371211,19.200846,True,54049,0.6627678,[-258.88498   -48.8429     -1.627473],1.5813609,17.321987,0.0,0.0,0.2965271,0.0009709077,0.22351005077362063
604758,4371211,19.765804,True,53697,0.1459025,[-250.35172   -139.8006      -5.3791623],1.4294488,18.11776,0.0,0.0,0.21712117,0.001473678,0.06719865202903748
604770,4371211,19.072351,True,54733,0.42777917,[-16.171227 115.65982   48.34968 ],1.7748462,17.06465,0.0,0.0,0.23215261,0.0007025864,0.18426636457443238
604789,4371211,18.141682,True,53087,0.430684,[-129.85735  -35.60447 -118.52116],1.9163771,16.103552,0.0,0.0,0.12109965,0.0006523538,0.3556442975997925
604803,4371211,19.889814,True,54572,0.22624832,[ -41.55541   108.333954 -140.72835 ],1.5129298,18.15669,0.0,0.0,0.2192888,0.0009063419,0.10317368507385255
604813,4371211,18.827868,True,52031,0.7065687,[ 181.8799   -542.94135   -64.374504],1.4131486,17.118746,0.0,0.0,0.2943324,0.0016403848,0.2400580644607544
604823,4371211,18.609524,True,48792,0.3184691,[ 677.1988  -280.0095   354.08167],0.8204077,17.324009,0.0,0.0,0.46378648,0.0013201952,0.0686671793460846
604832,4371211,14.307925,True,41191,0.27577522,[-225.09053  184.2882  -260.2884 ],1.3798128,12.783446,0.0,0.0,0.14426583,0.00040075093,0.19115768671035768
604851,4371211,17.546276,True,53539,0.23626356,[ -77.54407  355.90027 -221.12369],2.1905417,15.18998,0.0,0.0,0.16556858,0.00018512341,0.1426983118057251
