,Unnamed: 0,count,SubhaloMass,SubhaloFlag,SubhaloLen,SubhaloSFR,SubhaloMassGas,SubhaloMassDM,None,SubhaloMassTracers,SubhaloMassStellar,SubhaloMassBH,SubhalosSFR
1085,461038,4371211,126.89773600000001,True,336868,0.0026389471999999996,4.184874,118.76698,0.0,0.0,3.9338300000000004,0.01204734,6.708340726467589e-05
1086,461136,4371211,133.09348,True,369262,0.5555205,4.516431,123.32828,0.0,0.0,5.2365236,0.012236353,0.010608574360287424
1089,461364,4371211,148.82169,True,370486,0.1345625,2.8844993,142.00066,0.0,0.0,3.9105519999999996,0.025986044,0.0034410103739830086
1090,461450,4371211,149.4446,True,373674,0.0,1.6663555,142.97287,0.0,0.0,4.790261699999999,0.015105347,0.0
1094,461709,4371211,137.32568,True,317325,0.0,1.2265213,133.415,0.0,0.0,2.6663256,0.017840499,0.0
1097,461929,4371211,163.40475,True,380605,0.0,1.9354885,158.41917,0.0,0.0,3.0302957999999998,0.019796968,0.0
1102,462241,4371211,118.12207,True,302553,0.0,4.2959237,111.204605,0.0,0.0,2.611291,0.010250868,0.0
1104,462391,4371211,147.42436,True,363995,0.0,3.3314936,140.71851999999998,0.0,0.0,3.360039,0.014307179,0.0
1106,462564,4371211,127.25156399999999,True,370605,0.59253347,5.613537,116.03738999999999,0.0,0.0,5.590174,0.010466124,0.010599553251830802
1107,462631,4371211,134.92065,True,380403,0.22276714,5.9944625,123.87936,0.0,0.0,5.0327687,0.0140649825,0.004426333759387751
1108,462690,4371211,160.50136,True,381839,0.0,3.1850832000000002,154.39177,0.0,0.0,2.9041512000000003,0.020355498,0.0
1111,462904,4371211,101.12256,True,269408,0.0,4.180514,94.21124,0.0,0.0,2.7204862000000003,0.010314178,0.0
1116,463278,4371211,150.20195,True,373484,0.0,3.320607,143.20139,0.0,0.0,3.6553847999999998,0.02455933,0.0
1117,463340,4371211,75.71047,True,212496,0.0,4.3755239999999995,69.19037,0.0,0.0,2.1338115,0.010763776000000001,0.0
1121,463597,4371211,154.43784,True,378372,0.0,3.4355032,147.52658,0.0,0.0,3.455879,0.01987019,0.0
1123,463750,4371211,135.13454,True,349470,0.0,3.1541846000000002,127.69896999999999,0.0,0.0,4.2680707,0.013318616,0.0
1124,463804,4371211,142.25555,True,348678,0.0,4.0887504,135.57883999999999,0.0,0.0,2.5729344,0.015015529,0.0
1127,464018,4371211,134.29315,True,315120,0.0,2.6359622000000003,129.51398,0.0,0.0,2.1223257,0.020883605,0.0
1128,464110,4371211,135.95148999999998,True,360330,0.06231389,5.221143700000001,126.90521000000001,0.0,0.0,3.806892,0.018244842,0.0016368704444465459
1129,464182,4371211,161.56186,True,378440,0.0,2.2579103,156.29729,0.0,0.0,2.986385,0.020284401,0.0
1131,464292,4371211,157.33513,True,374361,0.0,1.8479788000000001,151.872,0.0,0.0,3.5936682,0.021484718,0.0
1134,464539,4371211,129.82414,True,366088,0.0,4.609053,119.682076,0.0,0.0,5.518482,0.014532924,0.0
1136,464669,4371211,95.009445,True,294935,0.10083132,10.046952000000001,82.7883,0.0,0.0,2.1617544,0.012443531,0.004664328195654419
1138,464788,4371211,147.59011999999998,True,352673,0.0,2.0426931,142.17862,0.0,0.0,3.3545133999999996,0.014290006999999999,0.0
1139,464894,4371211,136.88048,True,365549,0.03209023,3.0428417000000003,128.50789,0.0,0.0,5.3137083,0.016048437,0.0006039140311860928
1142,465080,4371211,146.20541,True,366947,0.0010323514999999999,2.5221467,139.40302,0.0,0.0,4.2597337,0.020523723,2.4235118265726328e-05
1143,465136,4371211,119.39543,True,341328,0.13644928,3.258208,110.22833999999999,0.0,0.0,5.894353400000001,0.014528552,0.002314915152525466
1144,465205,4371211,137.63596,True,355655,0.0,2.3685067,130.46193,0.0,0.0,4.791796700000001,0.013715028999999998,0.0
1146,465320,4371211,143.4673,True,367899,0.00042743910000000003,2.1840978,136.31091,0.0,0.0,4.957693,0.0145863285,8.621733939556161e-06
1148,465412,4371211,134.89009,True,330760,0.23161541,3.468657,128.66512,0.0,0.0,2.736872,0.019435734,0.008462778310421531
1149,465495,4371211,138.7701,True,358562,0.0,2.482234,131.49988000000002,0.0,0.0,4.7757916,0.012202342,0.0
1151,465614,4371211,122.66808,True,350442,0.0,7.42667,111.40633000000001,0.0,0.0,3.8195417000000003,0.01554056,0.0
1156,466003,4371211,138.51047,True,350713,0.0,2.8308697,131.65509,0.0,0.0,4.0058846,0.018624239,0.0
1157,466055,4371211,136.40802,True,347809,0.0,1.3955051,130.1601,0.0,0.0,4.8349237,0.017494373,0.0
1158,466133,4371211,140.22156,True,366890,0.0,1.5499668,133.00041000000002,0.0,0.0,5.657193,0.013978553999999999,0.0
1159,466182,4371211,145.10501000000002,True,353765,0.0,1.5045391000000001,139.54962,0.0,0.0,4.032205,0.018638575,0.0
1161,466332,4371211,155.89476000000002,True,374823,0.0,2.2753665,150.07417,0.0,0.0,3.5294578000000003,0.015761606,0.0
1164,466493,4371211,97.24239,True,235303,0.0,2.6835343999999997,92.97764000000001,0.0,0.0,1.567758,0.013462178,0.0
1169,466894,4371211,120.7131,True,330632,0.3913821,5.222025,111.63637,0.0,0.0,3.842254,0.012453478999999998,0.010186263063295661
1170,466958,4371211,123.70665,True,346851,0.26465106,5.9078145,113.48525,0.0,0.0,4.296964,0.016619265,0.0061590243716261065
1171,467011,4371211,133.0562,True,364940,0.014226655500000001,4.058498999999999,123.73375,0.0,0.0,5.2498903,0.014067486,0.00027098957667744036
1172,467052,4371211,141.72665,True,361247,0.0,2.4590777999999998,134.71077,0.0,0.0,4.543585299999999,0.013210371,0.0
1175,467256,4371211,126.59346000000001,True,349659,0.006244647,4.319421299999999,117.373116,0.0,0.0,4.879778400000001,0.021142942999999997,0.00012796988896053148
1176,467308,4371211,151.45836,True,351305,0.0,2.1015122,146.76317,0.0,0.0,2.5750396,0.018651025,0.0
1177,467385,4371211,133.62526,True,342784,0.0,3.2114317000000003,126.47446399999998,0.0,0.0,3.9250464,0.014313546000000002,0.0
1179,467519,4371211,89.67341,True,253035,0.0,5.933264299999999,81.65632,0.0,0.0,2.0720701,0.011755792,0.0
1182,467700,4371211,145.70042,True,363820,0.0,0.6194109,139.8459,0.0,0.0,5.2110515,0.024061441,0.0
1186,467919,4371211,138.70604,True,351791,0.0019273787,2.4657723999999996,131.95337,0.0,0.0,4.265446,0.02144905,4.5185865675007964e-05
1187,467958,4371211,137.57461999999998,True,359522,0.0,1.104782,130.55293,0.0,0.0,5.9036875,0.013206606000000001,0.0
1189,468064,4371211,114.02208,True,311675,0.06049219,2.9457853,106.25554,0.0,0.0,4.8092537,0.011502346,0.0012578290473634194
1190,468110,4371211,136.79897,True,346198,0.0,2.9691136,129.9695,0.0,0.0,3.839348,0.021002552,0.0
1193,468318,4371211,88.143105,True,274751,0.06459285,8.5647335,77.17086,0.0,0.0,2.3953482999999998,0.01216203,0.0026965953135082692
1205,469060,4371211,131.69519,True,344948,0.0,2.758197,124.2828,0.0,0.0,4.643423599999999,0.010773902,0.0
1207,469147,4371211,132.13568,True,351569,0.0,1.6598194,124.71253999999999,0.0,0.0,5.7485045999999995,0.014822796999999999,0.0
1214,469539,4371211,99.502335,True,257679,0.0,3.3819508999999996,93.6359,0.0,0.0,2.4722826,0.012203663,0.0
1215,469589,4371211,91.78966,True,233941,0.0,2.1871172999999997,87.04372,0.0,0.0,2.5474080000000003,0.011418116,0.0
1217,469705,4371211,101.97925,True,272748,0.06575694,5.2310467,94.36797,0.0,0.0,2.369785,0.010448805,0.002774806153300827
1218,469740,4371211,115.691055,True,328084,0.3825805,6.2162976,105.45976,0.0,0.0,4.001804,0.013189393,0.009560200849416913
1219,469803,4371211,129.70036000000002,True,329059,0.0,3.4651498999999997,122.853546,0.0,0.0,3.3685591,0.0131158875,0.0
1222,469967,4371211,127.73143999999999,True,308367,0.0,2.5391880000000002,122.55878999999999,0.0,0.0,2.6196847,0.0137684215,0.0
1224,470134,4371211,140.00763999999998,True,344917,0.0,0.9831042999999999,134.59804,0.0,0.0,4.41363,0.0128714265,0.0
1225,470178,4371211,131.93947,True,335182,0.027745904,1.738749,125.68476000000001,0.0,0.0,4.5010986,0.014856528999999999,0.0006164251545167218
1226,470252,4371211,135.19669,True,331549,0.001656573,2.5122535,129.38405,0.0,0.0,3.2863245,0.014060389,5.040807747378568e-05
1229,470420,4371211,154.78297,True,348472,0.0,1.1100222,151.18138000000002,0.0,0.0,2.4730107999999995,0.01856183,0.0
1230,470493,4371211,141.37738000000002,True,345503,0.0,1.7859258999999998,135.80534,0.0,0.0,3.7677464,0.018360268,0.0
1231,470548,4371211,136.42004,True,337362,0.0,2.743718,130.29256,0.0,0.0,3.3676903,0.01606546,0.0
1235,470808,4371211,115.78636999999999,True,275499,0.0,1.2774681,111.80017,0.0,0.0,2.694546,0.014187003,0.0
1236,470884,4371211,109.529655,True,269911,0.0,2.8466834999999997,104.44407,0.0,0.0,2.2237744,0.015128801,0.0
1250,471801,4371211,104.15926999999999,True,268111,0.0,2.8321176,98.377174,0.0,0.0,2.937569,0.012406877,0.0
1255,472104,4371211,131.31444,True,320937,0.0,2.3021286,125.83795,0.0,0.0,3.1576908,0.01667736,0.0
1256,472174,4371211,115.599106,True,335079,0.0,3.3925707000000003,106.14835,0.0,0.0,6.0462203,0.011960278999999999,0.0
1257,472218,4371211,132.8683,True,312457,0.0,2.5277355,128.15398000000002,0.0,0.0,2.1704407000000003,0.016142417,0.0
1263,472550,4371211,102.56648,True,251313,0.0,2.6944527999999996,97.85491999999999,0.0,0.0,2.0055704,0.01154527,0.0
1264,472641,4371211,131.36336,True,330686,0.0,1.8941861,125.33996,0.0,0.0,4.112063,0.017147773999999998,0.0
1272,473125,4371211,115.625626,True,290151,0.0,1.1888893,110.602974,0.0,0.0,3.8168937999999994,0.016868226,0.0
1273,473166,4371211,135.25652,True,338039,0.0,1.4496653,129.47758000000002,0.0,0.0,4.3142767,0.01499484,0.0
1274,473207,4371211,121.83384,True,303814,0.0,2.727388,116.03486000000001,0.0,0.0,3.058448,0.013139176,0.0
1280,473563,4371211,125.612946,True,312367,0.0,2.7351080000000003,119.71746999999999,0.0,0.0,3.1449242,0.015444407,0.0
1284,473815,4371211,131.10394,True,317343,0.0,1.9193593999999998,126.03563,0.0,0.0,3.1312778,0.017680428999999998,0.0
1285,473858,4371211,139.48595,True,339479,0.0,0.6005001,134.57022,0.0,0.0,4.2994285,0.015789116000000002,0.0
1287,473957,4371211,142.02045,True,332693,0.0,1.6474987,137.4874,0.0,0.0,2.8684042,0.017147818999999998,0.0
1291,474170,4371211,121.543945,True,321113,0.018234164,3.7640032999999997,113.82146000000002,0.0,0.0,3.9461239999999997,0.0123598445,0.0004620778262416488
1295,474320,4371211,77.70243,True,194957,0.0,1.3402648000000001,74.08433000000001,0.0,0.0,2.2667439999999996,0.011094475,0.0
1297,474437,4371211,100.91895,True,303596,0.30176878,8.758295,89.479065,0.0,0.0,2.6711764,0.010412532,0.011297223949717439
1302,474757,4371211,137.7052,True,331295,0.0,2.3377513999999997,132.39928999999998,0.0,0.0,2.9430141,0.025148155,0.0
1309,475171,4371211,133.22648999999998,True,327255,0.0,1.2844360000000001,128.00988999999998,0.0,0.0,3.9157425999999997,0.016407339,0.0
1311,475293,4371211,143.22227,True,329598,0.0032735692999999997,2.1310272,138.86255,0.0,0.0,2.2083912,0.02030199,0.00014823321610772585
1312,475354,4371211,129.24759,True,312329,0.0,1.9536221999999999,124.22567,0.0,0.0,3.0537791000000003,0.014509613999999999,0.0
1314,475490,4371211,107.63218,True,315293,0.16911066,5.165724,97.73863,0.0,0.0,4.7160125,0.011808206000000002,0.003585882352941177
1315,475542,4371211,99.33972,True,282003,0.022910912000000002,5.8702005999999995,90.48161999999999,0.0,0.0,2.9787892999999994,0.009107844,0.0007691350307992582
1316,475603,4371211,137.20983999999999,True,318006,0.0,1.8884560000000001,132.95139,0.0,0.0,2.3548047999999997,0.015205952,0.0
1319,475781,4371211,110.02656599999999,True,284702,0.0,3.8561153,103.420784,0.0,0.0,2.7346296000000003,0.015038338500000002,0.0
1320,475865,4371211,116.68663000000001,True,319250,0.2785736,3.4284565000000002,108.57309,0.0,0.0,4.6727085,0.0123745855,0.005961715780044914
1322,475956,4371211,119.053696,True,323917,0.21194191,5.843844,110.02004,0.0,0.0,3.1731768,0.016632433999999998,0.006679171170040069
1325,476118,4371211,116.6676,True,323182,0.45467749999999996,4.7668805,107.67772,0.0,0.0,4.2095866,0.013416083999999998,0.01080100121945466
1326,476172,4371211,99.08668,True,283767,0.0,5.9213614,89.96441999999999,0.0,0.0,3.1888292000000003,0.012068158,0.0
1327,476232,4371211,116.02373,True,279666,0.0,0.93414235,111.893196,0.0,0.0,3.181172,0.015218845,0.0
1332,476527,4371211,90.24292,True,236686,0.010337681,2.7751584,84.68471,0.0,0.0,2.7691448,0.013913036,0.0003733167366329128
1333,476557,4371211,126.85816000000001,True,304977,0.0,2.1906145,121.92126499999999,0.0,0.0,2.7332976,0.012983608,0.0
1334,476624,4371211,112.4787,True,288665,0.0,4.2583804,105.81265,0.0,0.0,2.3937168,0.013943309,0.0
1337,476820,4371211,121.28445,True,292640,0.0,2.0849203999999997,116.47977,0.0,0.0,2.7032382,0.016517766,0.0
1338,476892,4371211,106.59025600000001,True,293779,0.22897261,4.962357,98.15523,0.0,0.0,3.4586232000000003,0.014050772,0.006620339850840068
1343,477119,4371211,117.63073999999999,True,312853,0.084599495,4.0400157,109.862305,0.0,0.0,3.7121055,0.016308699,0.0022790164503675883
1345,477227,4371211,121.59035,True,295027,0.0,2.4627893,116.489876,0.0,0.0,2.6238023999999998,0.013876017,0.0
1348,477419,4371211,106.411575,True,272519,0.04269983,3.5449982,100.30493,0.0,0.0,2.5519073,0.009737767,0.0016732516106678329
1357,477919,4371211,116.66478000000001,True,290101,0.022174539,4.049969,110.444725,0.0,0.0,2.1545772999999997,0.015503591,0.0010291828007284772
1360,478092,4371211,117.84938000000001,True,271649,0.0,1.8115385,114.26737,0.0,0.0,1.7560052,0.014458776000000001,0.0
1361,478160,4371211,106.46875,True,273320,0.0064140622999999996,2.8586892999999995,100.55367,0.0,0.0,3.0423791000000002,0.014012016,0.00021082390093989271
1362,478247,4371211,119.34138,True,302952,0.0,2.4508107000000003,113.33156000000001,0.0,0.0,3.5452532999999997,0.013757948999999998,0.0
1363,478298,4371211,129.48773,True,315807,0.0,1.1445557,124.6185,0.0,0.0,3.7101319999999998,0.014545135,0.0
1365,478410,4371211,116.19738999999998,True,277778,0.0,1.2906417,112.11818000000001,0.0,0.0,2.7714507999999998,0.017116768,0.0
1367,478496,4371211,117.0438,True,307342,0.0011452001,1.8599123,110.62875,0.0,0.0,4.541997,0.013138071000000001,2.521358116264718e-05
1369,478604,4371211,72.400375,True,191540,0.0,3.0063082999999997,67.527534,0.0,0.0,1.8544498999999999,0.012079168999999999,0.0
1372,478759,4371211,120.76581999999999,True,299355,0.0,3.142887,115.00703,0.0,0.0,2.6002953,0.01561417,0.0
1374,478927,4371211,85.95109000000001,True,248714,0.013897245,6.020256,77.40697,0.0,0.0,2.5103939,0.013472396000000001,0.0005535882237444889
1375,479002,4371211,74.000916,True,226079,0.009191761,6.6550145,65.45822,0.0,0.0,1.8788446,0.008835624,0.0004892241221014234
1376,479056,4371211,120.64535500000001,True,291850,0.0,1.7136366000000003,115.97066000000001,0.0,0.0,2.9436631,0.017400093000000002,0.0
1381,479314,4371211,115.17323999999999,True,298675,0.0,3.6884812999999994,108.19543,0.0,0.0,3.275948,0.013384328000000001,0.0
1385,479560,4371211,69.47612,True,185777,0.09097748,3.3679202000000004,64.36011500000001,0.0,0.0,1.7377251,0.010364835,0.005235435685425734
1386,479628,4371211,124.20643999999999,True,305052,0.0,2.0153017,118.97478000000001,0.0,0.0,3.1988695,0.017495686,0.0
1391,479884,4371211,46.760822,True,112047,0.0,0.001813581,45.339905,0.0,0.0,1.4083231999999999,0.010783212,0.0
1392,479917,4371211,119.49099,True,288775,0.0,1.8794389,114.74261499999999,0.0,0.0,2.8543982999999997,0.0145371,0.0
1395,480151,4371211,134.72905,True,312093,0.0,1.5296212,130.7041,0.0,0.0,2.4725692,0.022758632999999997,0.0
1400,480391,4371211,109.51738,True,304555,0.18510364,4.950694599999999,100.735176,0.0,0.0,3.8194684999999997,0.01204344,0.004846319324272475
1404,480587,4371211,104.94743999999999,True,267281,0.0,1.2847596000000001,99.999054,0.0,0.0,3.648489,0.015132365,0.0
1405,480645,4371211,109.77288999999999,True,257732,0.0,2.152047,105.92995,0.0,0.0,1.6768574,0.014036911000000001,0.0
1409,480879,4371211,87.39891,True,245728,0.41279122,2.4556146,80.80088,0.0,0.0,4.1305547,0.011860833999999999,0.009993602554155741
1412,481036,4371211,111.19948600000001,True,299907,0.0014374582,2.9382012000000004,104.03404,0.0,0.0,4.215318,0.011920696000000001,3.4100824659017426e-05
1413,481064,4371211,119.08356,True,293562,0.0,1.8441490000000003,114.0343,0.0,0.0,3.1892767,0.015826093,0.0
1416,481254,4371211,107.88393,True,296466,0.4369214,4.0795183,99.80239,0.0,0.0,3.9883127,0.013705685,0.010955043720619
1418,481347,4371211,114.13103500000001,True,291013,0.0,2.952769,108.0564,0.0,0.0,3.1070693,0.014799661,0.0
1423,481597,4371211,106.00193999999999,True,250758,0.0,1.3997408000000002,102.36616,0.0,0.0,2.2223303,0.01370748,0.0
1424,481653,4371211,104.718765,True,256588,0.0,2.6720936,99.94041,0.0,0.0,2.0917447,0.014520072,0.0
1425,481724,4371211,128.80592,True,299976,0.0,2.3125093,124.48453,0.0,0.0,1.9951246999999999,0.013770223,0.0
1426,481804,4371211,95.02164499999999,True,287708,0.31764174,7.32027,84.62404000000001,0.0,0.0,3.0655353,0.011805155,0.010361705507028415
1429,481947,4371211,116.70526000000001,True,284711,0.0,1.821059,111.8937,0.0,0.0,2.9777812999999997,0.012718631999999999,0.0
1432,482117,4371211,106.45487,True,273564,0.0,2.6353061,100.69018,0.0,0.0,3.1163534999999998,0.013038068,0.0
1435,482257,4371211,95.03315,True,261738,0.061638835999999995,4.165599299999999,87.62513,0.0,0.0,3.231996,0.010429214000000001,0.0019071445632977268
1440,482533,4371211,104.68130500000001,True,277765,0.18121892,3.6094337,97.87210999999999,0.0,0.0,3.1849327,0.014831928000000001,0.005689882238327988
1443,482674,4371211,123.59013999999999,True,297583,0.0,1.298721,119.14414,0.0,0.0,3.1310743999999997,0.016197845,0.0
1444,482714,4371211,103.21224000000001,True,286056,0.40989006,3.7848968999999997,95.3867,0.0,0.0,4.0289793,0.011663468,0.010173545940034986
1446,482814,4371211,53.92381700000001,True,162378,0.0,0.0,49.84811,0.0,0.0,4.062170500000001,0.013538415,0.0
1450,483033,4371211,125.1462,True,298320,0.0,0.41878113,121.23621000000001,0.0,0.0,3.4658754000000003,0.025335068,0.0
1451,483068,4371211,88.8474,True,224814,0.0,2.0611393,84.332825,0.0,0.0,2.4392905,0.014138673000000001,0.0
1455,483269,4371211,117.05268000000001,True,297853,0.0,0.8242162000000001,111.83606999999999,0.0,0.0,4.379141000000001,0.013257735,0.0
1463,483693,4371211,114.83375,True,283271,0.0,0.91275996,110.23846,0.0,0.0,3.6681116,0.014420623,0.0
1466,483868,4371211,104.57332,True,296511,0.17554103,3.874111,96.104614,0.0,0.0,4.5825357,0.012055153999999998,0.0038306527541072943
1470,484045,4371211,82.294014,True,212945,0.02008166,2.4382923,77.491394,0.0,0.0,2.3534462000000005,0.010883091000000001,0.0008532874046579011
1471,484113,4371211,104.86661000000001,True,270289,0.0,0.54940456,100.022316,0.0,0.0,4.279885299999999,0.01500152,0.0
1474,484257,4371211,104.517685,True,263844,0.0,1.0918611,99.86609,0.0,0.0,3.5465252,0.013208618,0.0
1475,484307,4371211,96.70528399999999,True,287677,0.34867993,5.715383999999999,86.89609,0.0,0.0,4.082855,0.010960185,0.00854010073833139
1478,484427,4371211,104.86238999999999,True,276831,0.0,2.6655064,98.53795,0.0,0.0,3.6460748,0.012860936000000002,0.0
1481,484608,4371211,112.49193600000001,True,274373,0.03709673,1.5238671,107.970955,0.0,0.0,2.983882,0.013234693999999998,0.0012432371655447501
1483,484715,4371211,100.155106,True,286420,0.12282336,5.0335855,91.311775,0.0,0.0,3.7980949999999996,0.011651658,0.0032338148466533887
1485,484818,4371211,108.830696,True,282909,0.0,1.9510827000000002,102.96273000000001,0.0,0.0,3.8949887999999997,0.021894692,0.0
1486,484852,4371211,120.16745,True,289046,0.0026130157,1.1293732,115.93627,0.0,0.0,3.0884542,0.013345041,8.460593976106234e-05
1487,484905,4371211,98.83329,True,290301,0.15769887,5.822339,89.18482,0.0,0.0,3.8166404000000003,0.009484901,0.004131876558242165
1489,485017,4371211,110.574234,True,273890,0.0,0.72078085,106.17161599999999,0.0,0.0,3.6682873,0.013552306,0.0
1490,485095,4371211,88.52528000000001,True,213417,0.0,0.9388833000000001,85.29392,0.0,0.0,2.2786002,0.013878136000000001,0.0
1491,485146,4371211,114.29621000000002,True,273383,0.0,0.6191800000000001,110.5696,0.0,0.0,3.0932117000000003,0.014212194,0.0
1495,485365,4371211,110.89636999999999,True,283156,0.0,0.79692173,105.8799,0.0,0.0,4.204353299999999,0.01519855,0.0
1504,485747,4371211,112.24642,True,290471,0.0012243416,2.925555,105.86776,0.0,0.0,3.4364748,0.016626278,3.56278358275754e-05
1506,485833,4371211,91.28889000000001,True,249869,0.0,3.1390884,84.760544,0.0,0.0,3.3763342000000005,0.012921891000000001,0.0
1508,485951,4371211,113.733376,True,287643,0.0006486974,1.8535993999999998,108.25558999999998,0.0,0.0,3.6087123999999995,0.015473061000000001,1.7975868622836226e-05
1509,486009,4371211,100.32927,True,273333,0.008358505,3.7630794,93.145996,0.0,0.0,3.4079192000000003,0.012274915,0.0002452671119667391
1510,486052,4371211,103.0255,True,276248,0.42598143,2.4832664,96.53638000000001,0.0,0.0,3.9944040000000003,0.011449171999999999,0.010664455322996872
1511,486124,4371211,105.8099,True,277144,0.21828648,2.251305,99.77104,0.0,0.0,3.7726312000000006,0.0149229495,0.005786054041009892
1515,486341,4371211,78.62916,True,222758,0.0,0.0,73.70566,0.0,0.0,4.9114466,0.012053848,0.0
1516,486384,4371211,120.59628000000001,True,286810,0.0,0.5660545,116.80688,0.0,0.0,3.2075016,0.015849415,0.0
1518,486463,4371211,94.33776999999999,True,255031,0.16466595,4.461462,87.278305,0.0,0.0,2.5856624,0.012341942,0.00636842419953974
1525,486828,4371211,104.83359499999999,True,269880,0.0,1.4056455,99.63201,0.0,0.0,3.7841617999999997,0.011779663000000001,0.0
1531,487072,4371211,100.40034,True,267438,0.26274624,2.0719464,94.36848,0.0,0.0,3.946906,0.0130071845,0.006657017927460144
1532,487099,4371211,88.00635,True,232771,0.095031336,2.8710892000000006,82.415184,0.0,0.0,2.7101562,0.009915653,0.0035064892569660745
1533,487152,4371211,103.52274,True,272138,0.10598554,2.645807,97.34378000000001,0.0,0.0,3.5193442999999998,0.013809633,0.003011513820912606
1542,487530,4371211,112.28198,True,274228,0.0032483397999999997,2.4130583,107.417854,0.0,0.0,2.435606,0.01546137,0.0001333688535830508
1543,487606,4371211,118.26523999999999,True,282772,0.0,1.2001747999999999,114.15615,0.0,0.0,2.8956032000000005,0.013318198,0.0
1547,487817,4371211,111.69375600000001,True,267655,0.0,1.2726973999999998,107.72928999999999,0.0,0.0,2.6774755,0.014292853999999999,0.0
1549,487913,4371211,89.9952,True,270757,0.25765935,7.720963,79.86355,0.0,0.0,2.4048842999999995,0.0058032633,0.010714001916848976
1550,487965,4371211,88.82999000000001,True,263940,0.27114886,7.243763400000001,78.98031,0.0,0.0,2.595956,0.009958414,0.010445048375242107
1551,487993,4371211,87.4975,True,225302,0.013692528999999998,2.6771607000000004,82.484955,0.0,0.0,2.323571,0.01181024,0.0005892881689434065
1552,488062,4371211,103.816734,True,250034,0.0,2.7491803,99.38984,0.0,0.0,1.6616251,0.016089277,0.0
1561,488537,4371211,104.327774,True,268354,0.28205797,3.2582235,98.3519,0.0,0.0,2.7024852999999998,0.015167702,0.010436984430590613
1562,488591,4371211,88.47463,True,213524,0.0,1.7212678,84.91322,0.0,0.0,1.8296423,0.010497283,0.0
1566,488841,4371211,99.95201999999999,True,252046,0.085271545,1.9514784,95.075775,0.0,0.0,2.9115655,0.013198136000000001,0.0029287180728031024
1567,488906,4371211,103.923874,True,275199,0.0,1.2935729999999999,98.28415,0.0,0.0,4.3295965,0.016554913,0.0
1568,488945,4371211,90.75189,True,233387,0.0,1.295459,86.22367,0.0,0.0,3.220067,0.012693912,0.0
1569,488990,4371211,113.07013,True,278828,0.0,1.3204068000000002,108.45023,0.0,0.0,3.2843788000000003,0.015110055,0.0
1573,489162,4371211,89.92788,True,232224,0.0,3.7330801,84.2944,0.0,0.0,1.8897244,0.010672032,0.0
1576,489314,4371211,101.66055,True,275497,0.23397805,3.0522764,94.73401,0.0,0.0,3.8637607000000003,0.010510121,0.006055707590793602
1578,489462,4371211,96.78755,True,269680,0.02206823,3.6000266000000005,89.36026,0.0,0.0,3.8146646,0.012600891000000001,0.0005785103623526954
1586,489812,4371211,86.96888,True,236134,0.22424583,2.0110464,81.1922,0.0,0.0,3.754494,0.01114336,0.005972731079074837
1588,489901,4371211,88.13507,True,236526,0.0,1.9319595,82.71195,0.0,0.0,3.4806065999999998,0.010547377,0.0
1595,490195,4371211,94.07468399999999,True,256762,0.15935165,4.2794642,86.88294,0.0,0.0,2.9004457,0.011832316,0.0054940401056292835
1598,490342,4371211,88.46822,True,230381,0.036654312,3.6654625,82.79386,0.0,0.0,1.997409,0.011497483000000001,0.0018350929629334805
1600,490475,4371211,73.84196,True,220596,0.005073622,6.904323,65.46884,0.0,0.0,1.4607518999999998,0.008047941999999999,0.00034732948148142066
1601,490533,4371211,97.014565,True,266312,0.24020143,4.997177,89.28543,0.0,0.0,2.7196455000000004,0.012309213999999999,0.008832086020034595
1604,490661,4371211,97.31896,True,264937,0.31284472,3.3472161,90.45179,0.0,0.0,3.5054513999999997,0.014500913,0.008924520248661843
1605,490711,4371211,83.55724000000001,True,221382,0.009074196,3.7304312999999993,77.7548,0.0,0.0,2.0639098000000002,0.008105393,0.000439660492914952
1610,490921,4371211,80.53768000000001,True,201443,0.0,1.4614785,76.74769599999999,0.0,0.0,2.315466,0.013040041,0.0
1611,490986,4371211,104.84778,True,260977,0.0,1.1855752,100.4202,0.0,0.0,3.2284558,0.013548235,0.0
1612,491026,4371211,86.04819,True,234681,0.21787404,3.6004674,79.63908,0.0,0.0,2.7966428,0.0120041175,0.007790556591639089
1614,491089,4371211,96.38726,True,238879,0.0,1.3753258999999998,92.23546,0.0,0.0,2.7613328,0.015145155,0.0
1616,491189,4371211,101.21163,True,261885,0.00045581342000000006,2.6823002999999996,95.43777,0.0,0.0,3.0760217,0.015547468,1.4818277127238733e-05
1617,491225,4371211,107.42846999999999,True,266838,0.0,1.9824549999999999,102.5694,0.0,0.0,2.8643494,0.012265661,0.0
1619,491316,4371211,76.450035,True,226480,0.027015617000000002,5.349099,68.67064,0.0,0.0,2.420766,0.009527586,0.0011159945653565855
1620,491354,4371211,108.78393999999999,True,269359,0.010809103,3.2051947,103.3859,0.0,0.0,2.1790671,0.013783023,0.0004960426872582308
1622,491471,4371211,102.0062,True,257578,0.0,2.3093757999999998,96.8104,0.0,0.0,2.8746347,0.011794876000000001,0.0
1623,491520,4371211,94.97417,True,249224,0.0,3.8488235,88.78744,0.0,0.0,2.3260725,0.0118275285,0.0
1624,491581,4371211,103.88125,True,255537,0.0,1.0863379,99.691666,0.0,0.0,3.0903788,0.012863061,0.0
1625,491614,4371211,98.82526,True,252662,0.0,1.5345046999999998,93.98424,0.0,0.0,3.2916217000000003,0.014890757,0.0
